week,away,away_score,home,home_score,neutral,away_state,home_state
4,Wauseon (Wauseon),42,Swanton (Swanton),7,0,,
4,Waverly (Waverly),27,Valley (Lucasville),21,0,,
4,Wayne (Huber Heights),6,Springboro (Springboro),28,0,,
4,Wayne Trace (Haviland),14,Paulding (Paulding),24,0,,
4,Wellston (Wellston),18,Trimble (Glouster),38,0,,
4,Wellsville (Wellsville),7,Southern (Salineville),26,0,,
4,West (Columbus),18,South (Columbus),0,0,,
4,Western Brown (Mount Orab),14,Jackson (Jackson),49,0,,
4,Westerville Central (Westerville),7,Dublin Jerome (Dublin),24,0,,
4,Westerville South (Westerville),27,Dublin Scioto (Dublin),14,0,,
4,West Clermont (Cincinnati),10,Kings (Kings Mills),28,0,,
4,West Geauga (Chesterland),36,Lakeside (Ashtabula),24,0,,
4,West Jefferson (West Jefferson),7,Greeneview (Jamestown),22,0,,
4,Westlake (Westlake),21,Lakewood (Lakewood),32,0,,
4,West Liberty-Salem (West Liberty),41,Southeastern Local (South Charleston),0,0,,
4,Wheelersburg (Wheelersburg),31,Northwest (McDermott),0,0,,
4,Whitmer (Toledo),38,Fremont Ross (Fremont),14,0,,
4,Wickliffe (Wickliffe),39,Cardinal (Middlefield),19,0,,
4,Willard (Willard),34,Woodmore (Elmore),41,0,,
4,Williamsburg (Williamsburg),48,Hillsboro (Hillsboro),41,0,,
4,Winton Woods (Cincinnati),31,Turpin (Cincinnati),0,0,,
4,Withrow (Cincinnati),7,St Xavier (Cincinnati),31,0,,
4,Woodward (Toledo),6,Bowsher (Toledo),29,0,,
4,Wooster (Wooster),24,Madison Comprehensive (Mansfield),35,0,,
4,Harvest Prep (Canal Winchester),22,Perkins (Sandusky),28,0,,
4,Thomas Worthington (Worthington),7,Grove City (Grove City),41,0,,
4,Worthington Christian (Worthington),20,Cincinnati Hills Christian Academy (Cincinnati),27,0,,
4,Worthington Kilbourne (Columbus),7,Westland (Galloway),41,0,,
4,Wynford (Bucyrus),15,Seneca East (Attica),36,0,,
4,Wyoming (Cincinnati),35,Madeira (Cincinnati),7,0,,
4,Zanesville (Zanesville),0,Columbus Academy (Gahanna),39,0,,
4,Zane Trace (Chillicothe),27,Adena (Frankfort),6,0,,
4,Clark Montessori (Cincinnati),26,Norwood (Norwood),12,0,,
4,Cincinnati College Prep (Cincinnati),50,Cincinnati Country Day (Cincinnati),42,0,,
4,Gamble Montessori (Cincinnati),8,Belmont (Dayton),42,0,,
4,Cabell Midland (Ona),13,George Washington (Charleston),21,0,WV,WV
4,Calhoun County,0,Wirt County (Elizabeth),50,0,WV,WV
4,Cameron (Cameron),46,St Marys (St Marys),21,0,WV,WV
4,East Fairmont,0,Bridgeport (Bridgeport),50,0,WV,WV
4,Herbert Hoover (Elkview),13,Nitro,7,0,WV,WV
4,Hurricane (Hurricane),49,Parkersburg (Parkersburg),14,0,WV,WV
4,Magnolia (New Martinsville),20,River (Hannibal),48,0,WV,
4,Roane County (Spencer),47,Clay County,46,0,WV,WV
4,Wahama (Mason),62,Ravenswood,19,0,WV,WV
4,Weir (Weirton),7,Indian Creek (Wintersville),52,0,WV,
4,Wheeling Park (Wheeling),48,Musselman,13,0,WV,WV
4,Williamstown (Williamstown),36,Wheeling Central Catholic (Wheeling),25,0,WV,WV
4,Washington,19,Brooke (Wellsburg),14,0,WV,WV
4,Linsly (Wheeling),13,St Francis DeSales (Columbus),49,0,WV,
4,Bardstown,13,Ashland Blazer (Ashland),50,0,KY,KY
4,Boyle County (Danville),56,Scott County (Georgetown),26,0,KY,KY
4,Butler (Louisville),6,Pleasure Ridge Park (Louisville),24,0,KY,KY
4,Central (Louisville),6,La Salle (Cincinnati),7,0,KY,
4,Covington Catholic (Park Hills),47,Dixie Heights (Edgewood),28,0,KY,KY
4,Dayton (Dayton),8,Ludlow (Ludlow),61,0,KY,KY
4,Greenup County (Greenup),55,East Carter,20,0,KY,KY
4,Highlands (Fort Thomas),28,Ryle (Union),34,0,KY,KY
4,Mason County,0,Boyd County (Ashland),3,0,KY,KY
4,Morgan County (West Liberty),50,Fairview (Ashland),60,0,KY,KY
4,Nicholas County,12,Bishop Brossart (Alexandria),38,0,KY,KY
4,Paintsville (Paintsville),32,Martin County (Inez),34,1,KY,KY
4,Phelps,36,Bland,0,0,KY,VA
4,Pikeville (Pikeville),16,Raceland (Raceland),13,0,KY,KY
4,Russell (Russell),38,Magoffin County,0,0,KY,KY
4,Trinity (Louisville),35,Carmel (Carmel),23,0,KY,IN
4,North Oldham,14,South Oldham (Crestwood),23,0,KY,KY
4,Cooper (Union),42,Campbell County (Alexandria),0,0,KY,KY
4,Brother Rice (Bloomfield Hills),0,Central Catholic (Toledo),37,0,MI,
4,Bridgman,38,NorthPointe Christian (Grand Rapids),46,0,MI,MI
4,Burr Oak,56,North Adams-Jerome,12,0,MI,MI
4,Climax-Scotts,56,Adrian Lenawee Christian,35,0,MI,MI
4,Colon,7,Britton-Deerfield (Britton),40,0,MI,MI
4,Dearborn Divine Child (Dearborn),26,Milford,12,0,MI,MI
4,Detroit Mumford,0,Detroit Cass Tech (Detroit),71,0,MI,MI
4,Detroit Renaissance,0,Detroit King (Detroit),49,0,MI,MI
4,Dexter,59,Bedford (Temperance),13,0,MI,MI
4,Ovid-Elsie,52,LakeVille Memorial (Otisville),0,0,MI,MI
4,Grand Rapids South Christian,41,Grand Rapids West Catholic (Grand Rapids),38,0,MI,MI
4,Grandville (Grandville),20,Rockford,37,0,MI,MI
4,Harper Woods (Harper Woods),12,Novi Detroit Catholic Central (Novi),45,0,MI,MI
4,Howell,34,Plymouth Salem,13,0,MI,MI
4,Jenison,6,Hudsonville,38,0,MI,MI
4,Mendon,84,Concord,20,0,MI,MI
4,Muskegon Mona Shores (Muskegon),49,Flint Hamady,12,0,MI,MI
4,Ottawa Lake Whiteford (Ottawa Lake),44,Buchanan,16,0,MI,MI
4,River Rouge (River Rouge),12,St John's Jesuit (Toledo),6,0,MI,
4,Union City,35,Reading (Reading),8,0,MI,MI
4,Waldron,30,Camden-Frontier,6,0,MI,MI
4,Warren De La Salle (Warren),38,Orchard Lake St Mary (Orchard Lake),28,0,MI,MI
4,Whitmore Lake,30,Petersburg Summerfield (Petersburg),46,0,MI,MI
4,Central York (York),40,Spring Grove,0,0,PA,PA
4,State College,30,Cumberland Valley,14,0,PA,PA
4,North Hills,24,Pine-Richland (Gibsonia),29,0,PA,PA
4,Albert Gallatin (Uniontown),21,Northern Garrett (Accident),31,0,PA,MD
4,Belle Vernon Area,7,McKeesport (McKeesport),28,0,PA,PA
4,Brownsville (Brownsville),0,Bellaire (Bellaire),41,0,PA,
4,Taylor Allderdice (Pittsburgh),21,Uniontown,15,0,PA,PA
4,Carrick (Pittsburgh),36,Brashear (Pittsburgh),2,0,PA,PA
4,Smethport (Smethport),7,Cameron County,29,0,PA,PA
4,Meadville,42,Oil City (Oil City),6,0,PA,PA
4,Warren,7,Cathedral Prep (Erie),52,0,PA,PA
4,Franklin,0,General McLane (Edinboro),62,0,PA,PA
4,Corry (Corry),52,Girard (Girard),18,0,PA,PA
4,Sharon (Sharon),20,Hickory (Hermitage),14,0,PA,PA
4,Seneca,21,Mercyhurst Prep (Erie),35,0,PA,PA
4,Greenville,62,Cochranton,0,0,PA,PA
4,Maplewood (Guys Mills),13,Lakeview,28,0,PA,PA
4,Reynolds (Greenville),12,Sharpsville,34,0,PA,PA
4,Fairview (Fairview),23,Harbor Creek (Harborcreek),14,0,PA,PA
4,Eisenhower,14,Northwestern (Albion),32,0,PA,PA
4,Mercer,0,Farrell (Farrell),58,0,PA,PA
4,Union City,0,Iroquois,40,0,PA,PA
4,Saegertown,3,Cambridge Springs,36,0,PA,PA
4,University Prep (USO co-op) (Pittsburgh),8,Steubenville (Steubenville),38,0,PA,
4,Conneaut Area (Linesville),19,Titusville (Titusville),46,0,PA,PA
4,Carroll (Fort Wayne),31,Bishop Dwenger (Fort Wayne),3,0,IN,IN
4,Center Grove (Greenwood),42,Ben Davis,19,0,IN,IN
4,Delta,14,Yorktown,28,0,IN,IN
4,Franklin County (Brookville),13,East Central (St Leon),49,0,IN,IN
4,Greensburg,3,Lawrenceburg (Lawrenceburg),70,0,IN,IN
4,Harrison (West Lafayette),51,Richmond (Richmond),14,0,IN,IN
4,Huntington North (Huntington),21,Columbia City,37,0,IN,IN
4,Cathedral (Indianapolis),31,Bishop Chatard (Indianapolis),7,0,IN,IN
4,North Central (Indianapolis),10,Lawrence North (Indianapolis),62,0,IN,IN
4,Northview,49,West Vigo,7,0,IN,IN
4,Roncalli (Indianapolis),0,Columbus North,14,0,IN,IN
4,Sullivan,20,Linton-Stockton (Linton),42,0,IN,IN
4,Noblesville Lions (club) (Noblesville),0,Purdue Poly - Englewood (Indianapolis),26,0,IN,IN
4,Memphis Academy of Science and Engineering (Memphis),56,Innovation Academy (Springfield),0,0,TN,TN
4,South Hagerstown (Hagerstown),0,Spring Mills (Martinsburg),51,0,MD,WV
4,Loyola / Blakefield (Towson),7,Gonzaga (Washington),41,0,MD,DC
4,McDonogh School (Owings Mills),0,Archbishop Spalding (Severn),45,0,MD,MD
4,Riverdale Baptist (Upper Marlboro),28,Good Counsel (Wheaton),18,0,MD,MD
4,Howard D. Woodson (Washington),0,Martinsburg (Martinsburg),42,0,DC,WV
4,Canisius (Buffalo),7,Massillon Washington (Massillon),41,0,NY,
4,St Joseph's Collegiate (Buffalo),41,Jamestown (Jamestown),30,0,NY,NY
4,Long Island St Anthony's (South Huntington),14,Don Bosco Prep (Ramsey),49,0,NY,NJ
4,University Prep (Rochester),2,Aquinas Institute (Rochester),21,0,NY,NY
4,Christ the King Regional (Middle Village),0,St Joseph by-the-Sea (Staten Island),43,0,NY,NY
4,St Peter's (Staten Island),16,Elmira,8,0,NY,NY
4,Nazareth Regional (Brooklyn),6,St Dominic (Oyster Bay),38,0,NY,NY
4,Abraham Lincoln (Brooklyn),30,Canarsie Campus (Brooklyn),24,0,NY,NY
4,Delbarton School (Morristown),28,Monsignor Farrell (Staten Island),0,0,NJ,NY
4,DePaul Catholic (Wayne),36,Cardinal Hayes (Bronx),20,0,NJ,NY
4,Passaic Valley,13,Wayne Valley (Wayne),20,0,NJ,NJ
4,Nazareth Academy (LaGrange Park),33,Mt Carmel (Chicago),56,0,IL,IL
4,Marion (Marion),37,Mt Vernon (Mt Vernon),34,0,IL,IL
4,Cornerstone Christian (San Antonio),33,Parish Episcopal (Dallas),69,0,TX,TX
4,Legacy Sport Sciences (Spring),21,Episcopal (Bellaire),28,0,TX,TX
4,St Matthew (Orléans),18,Frontenac (Kingston),30,0,ON,ON
4,Holy Names (Windsor),0,U of D Jesuit (Detroit),42,0,ON,MI
4,Notre Dame (Burlington),42,Assumption Catholic (Burlington),21,0,ON,ON
4,Ancaster (Ancaster),0,Notre Dame College (Welland),28,0,ON,ON
4,St Thomas More (Hamilton),38,St Mary (Hamilton),6,0,ON,ON
4,Bishop Ryan (Hamilton),32,Cathedral (Hamilton),12,0,ON,ON
4,London South (London),31,Western Tech (Toronto),16,1,ON,ON
4,Grand River CI (Kitchener),7,Waterdown (Waterdown),39,0,ON,ON
4,St Michael's College (Toronto),0,Lumen Christi (Jackson),44,0,ON,MI
4,Bill Crothers SS (Unionville),7,St Roch Catholic SS (Brampton),15,0,ON,ON
4,Westmount (Hamilton),7,Nelson (Burlington),16,0,ON,ON
4,St Ignatius of Loyola (Oakville),6,Holy Trinity Catholic (Oakville),45,0,ON,ON
4,St Peter (Peterborough),0,Huron Heights (Newmarket),54,0,ON,ON
4,St Mary's College (Sault Ste. Marie),35,Superior Heights (Sault Ste. Marie),11,0,ON,ON
4,Barrie North (Barrie),8,Westdale (Hamilton),16,0,ON,ON
4,Nikiski (Nikiski),14,Seward (Seward),36,0,AK,AK
4,Kodiak (Kodiak),6,Homer (Homer),58,0,AK,AK
4,Timber Creek (Orlando),23,Olympia (Orlando),30,0,FL,FL
4,Okkodo (Dededo),0,George Washington (Mangilao),2,0,GU,GU
4,Tiyan (Barrigada),0,Guam High (Agana Heights),46,0,GU,GU
4,Batavia (Batavia),52,Shroder (Cincinnati),6,0,,
4,Bedford (Bedford),14,Buchtel (Akron),7,0,,
4,Bluffton (Bluffton),52,Jefferson (Delphos),7,0,,
4,Catholic Central (Steubenville),13,St John School (Ashtabula),6,0,,
4,Chalker (Southington),12,Toledo Christian (Toledo),49,0,,
4,Collinwood (Cleveland),0,Fairport Harding (Fairport Harbor),34,0,,
4,Dunbar (Dayton),14,Huron (Huron),49,0,,
4,Eastern (Reedsville),40,Shelby Valley (Pikeville),18,0,,KY
4,Elder (Cincinnati),17,St Edward (Lakewood),24,0,,
4,Garfield Heights (Garfield Heights),19,University School (Hunting Valley),26,0,,
4,Leetonia (Leetonia),7,Valley Christian School (Youngstown),46,0,,
4,Lutheran East (Cleveland Heights),22,Garfield (Akron),0,0,,
4,Mapleton (Ashland),0,St Paul (Norwalk),30,0,,
4,Mathews (Vienna),14,Bridgeport (Bridgeport),44,0,,
4,Sebring McKinley (Sebring),0,St Joseph Central Catholic (Fremont),49,0,,
4,Northwood (Northwood),37,Erie Mason (Erie),8,0,,MI
4,Perry (Perry),42,Cleveland Central Catholic (Cleveland),0,0,,
4,Ridgedale (Morral),6,Riverview Gabriel Richard (Riverview),38,0,,MI
4,Shaw (East Cleveland),34,Crestline (Crestline),28,0,,
4,Strongsville (Strongsville),17,Benedictine (Cleveland),21,0,,
4,Columbus Crusaders (club) (Columbus),18,Dohn Community (Cincinnati),8,0,,
4,Peebles (club) (Peebles),40,Southern Buckeye (club) (Russellville),0,0,,
4,Foxfire (Zanesville),30,North Adams (club) (Seaman),62,0,,
4,Jefferson,45,Spring Valley (Huntington),31,0,WV,WV
4,Pendleton County (Falmouth),21,Gallatin County,6,1,KY,KY
4,Slippery Rock,7,Grove City,42,0,PA,PA
4,Wilmington (New Wilmington),58,Kennedy Catholic (Hermitage),0,0,PA,PA
4,Phalen Academy,8,C4 Lions (club) (Trenton),6,0,IN,
4,Osceola Grace (club) (Elkhart),31,Blackhawk Christian (Fort Wayne),22,0,IN,IN
4,Life Christian Academy (Chester),16,Blue Ridge (St George),53,0,VA,VA
4,St Mary's Ryken (Leonardtown),14,Bishop McNamara (Forestville),9,0,MD,MD
4,St Francis (Hamburg),19,Ironton (Ironton),56,0,NY,
4,Holy Cross (Flushing),12,Fordham Prep (Bronx),44,0,NY,NY
4,Xaverian (Brooklyn),20,Long Island Lutheran (Brookville),46,0,NY,NY
4,Cardinal Spellman (Bronx),0,Mt St Michael Academy (Bronx),49,0,NY,NY
4,Saint Joseph Regional (Montvale),0,Archbishop Stepinac (White Plains),43,0,NJ,NY
4,Bergen Catholic (Oradell),31,Iona Prep (New Rochelle),10,0,NJ,NY
4,St Peter's Prep,38,Moore Catholic (Staten Island),6,0,NJ,NY
4,Pope John XXIII (Sparta),48,Kellenberg Memorial (Uniondale),14,0,NJ,NY
4,Seton Hall Prep (West Orange),10,Chaminade (Mineola),3,0,NJ,NY
4,Morris Catholic (Denville),0,St Francis Prep (Fresh Meadows),34,0,NJ,NY
4,St Andrew's College (Aurora),21,Bishop Timon - St Jude (Buffalo),13,0,ON,NY
4,Football North (via Clarkson SS) (Mississauga),41,Virginia Academy (Ashburn),13,0,ON,VA
4,Valdez (Valdez),20,Monroe Catholic (Fairbanks),28,0,AK,AK
4,Mallard Creek (Charlotte),21,Archbishop Moeller (Cincinnati),14,1,NC,
4,Immaculata (Somerville),42,Holy Trinity - Long Island (Hicksville),20,0,NJ,NY
4,Southern (Santa Rita),2,Simon Sanchez (Yigo),0,0,GU,GU
4,Clay-Battelle (Blacksville),7,Valley (Wetzel) (Pine Grove),33,0,WV,WV
4,Ridgway,16,Redbank Valley,52,0,PA,PA
4,Chaminade College School (North York),0,Huron Heights (Newmarket),35,0,ON,ON
5,Philip Pocock (Mississauga),14,Cardinal Ambrozic (Brampton),18,0,ON,ON
5,Brampton Centennial (Brampton),30,Humberview (Caledon),22,0,ON,ON
5,Clarke Road (London),29,Montcalm (London),7,0,ON,ON
5,Denis Morris (St Catharines),7,St Paul (Niagara Falls),28,0,ON,ON
5,St Francis (St Catharines),38,Blessed Trinity (Grimsby),0,0,ON,ON
5,Preston (Cambridge),20,Kitchener-Waterloo CI/VS (Kitchener),12,0,ON,ON
5,Ansonia (Ansonia),34,Tri-Village (New Madison),28,0,,
5,Centennial (Columbus),7,Linden McKinley (Columbus),16,0,,
5,East (Columbus),73,Mifflin (Columbus),6,0,,
5,Kenston (Chagrin Falls),20,Lake Catholic (Mentor),34,0,,
5,Medina (Medina),21,Brunswick (Brunswick),27,0,,
5,Miami East (Casstown),35,Lehman Catholic (Sidney),45,0,,
5,Rogers (Toledo),58,Woodward (Toledo),14,0,,
5,Taft (Cincinnati),72,Thurgood Marshall (Dayton),0,0,,
5,Waite (Toledo),20,Scott (Toledo),26,0,,
5,Whetstone (Columbus),13,Beechcroft (Columbus),43,0,,
5,KIPP Columbus (Columbus),6,Northland (Columbus),14,0,,
5,Oak Glen (New Cumberland),13,Toronto (Toronto),53,0,WV,
5,St Marys (St Marys),7,Wirt County (Elizabeth),42,0,WV,WV
5,Riverview Gabriel Richard (Riverview),40,Ann Arbor Gabriel Richard (Ann Arbor),18,0,MI,MI
5,Taylor Allderdice (Pittsburgh),42,Brashear (Pittsburgh),0,0,PA,PA
5,Canisius (Buffalo),24,Cathedral Prep (Erie),36,0,NY,PA
5,Assumption Catholic (Burlington),43,Christ the King (Georgetown),0,0,ON,ON
5,Ursuline College (The Pines) (Chatham),58,Chatham-Kent,1,0,ON,ON
5,Upper Canada College (Toronto),22,St Oscar Romero (Toronto),2,0,ON,ON
5,Saltfleet (Stoney Creek),12,Ancaster (Ancaster),10,0,ON,ON
5,Glendale (Hamilton),6,Waterdown (Waterdown),35,0,ON,ON
5,North Park (Brantford),6,Brantford Collegiate Institute (Brantford),29,0,ON,ON
5,Parkside (St Thomas),0,Sir Frederick Banting (London),35,0,ON,ON
5,Grand River CI (Kitchener),2,Jacob Hespeler SS (Cambridge),38,0,ON,ON
5,St Thomas Aquinas (London),2,Oakridge (London),6,0,ON,ON
5,Georgetown (Georgetown),12,Nelson (Burlington),42,0,ON,ON
5,St Marcellinus (Mississauga),6,David Suzuki (Brampton),42,0,ON,ON
5,Waterloo Collegiate Institute (Waterloo),22,Glenview Park (Cambridge),0,0,ON,ON
5,O'Neill CVI (Oshawa),0,Holy Trinity Catholic SS (Courtice),26,1,ON,ON
5,Westmount (Hamilton),20,Westdale (Hamilton),6,0,ON,ON
5,St Ignatius of Loyola (Oakville),12,Bishop Reding (Milton),20,0,ON,ON
5,St Anne Catholic (Belle River),21,Essex (Essex),39,0,ON,ON
5,Cardinal Carter Catholic (Leamington),6,North Star (Amherstburg),16,0,ON,ON
5,St Theresa's (Midland),7,St Joan of Arc (Barrie),41,0,ON,ON
5,Dr Frank J Hayden (Burlington),17,Garth Webb (Oakville),16,0,ON,ON
5,Bernie Custis (Hamilton),18,Churchill (Hamilton),21,0,ON,ON
5,Dundas Valley (Dundas),9,MacNab (Hamilton),10,0,ON,ON
5,Nora Frances Henderson (Hamilton),6,Orchard Park (Stoney Creek),19,0,ON,ON
5,White Pines (Sault Ste. Marie),0,St Mary's College (Sault Ste. Marie),43,0,ON,ON
5,Barrie North (Barrie),15,Maple Ridge (Barrie),6,0,ON,ON
5,Collingwood (Collingwood),27,Innisdale (Barrie),0,0,ON,ON
5,St Joseph (Nepean),20,St Mark (Manotick),19,0,ON,ON
5,Brooklin (Brooklin),20,Paul Dwyer (Oshawa),34,1,ON,ON
5,St Patrick's (Sarnia),7,Northern CI (Sarnia),30,0,ON,ON
5,Adam Scott (Peterborough),32,Fenelon Falls (Fenelon Falls),20,0,ON,ON
5,Eastside (Belleville),20,Trenton (Trenton),0,0,ON,ON
5,Belle River (Belle River),0,W.F. Herman (Windsor),23,0,ON,ON
5,Fletcher's Meadow (Brampton),14,Mayfield (Brampton),13,0,ON,ON
5,College Avenue (Woodstock),16,Ingersoll (Ingersoll),7,0,ON,ON
5,Laurel Heights (Waterloo),7,Elmira District SS (Elmira),24,0,ON,ON
5,La Salle (Kingston),39,Kingston (Kingston),0,0,ON,ON
5,Regiopolis-Notre Dame (Kingston),42,Bayridge (Kingston),14,0,ON,ON
5,West Niagara (Lincoln),7,A.N. Myer (Niagara Falls),32,0,ON,ON
5,Governor Simcoe (St Catharines),28,Westlane (Niagara Falls),0,0,ON,ON
5,Adena (Frankfort),40,Southeastern (Chillicothe),16,0,,
5,Africentric Early College (Columbus),36,Briggs (Columbus),22,0,,
5,Aiken (Cincinnati),43,Summit Country Day (Cincinnati),0,0,,
5,Alexander (Albany),14,Wellston (Wellston),38,0,,
5,Allen East (Harrod),48,Crestview (Convoy),41,0,,
5,Alliance (Alliance),14,Canton Central Catholic (Canton),27,0,,
5,Archbishop Alter (Kettering),7,Bellbrook (Bellbrook),17,0,,
5,Arlington (Arlington),28,Pandora-Gilboa (Pandora),49,0,,
5,Lakeside (Ashtabula),38,Hawken (Gates Mills),60,0,,
5,Aurora (Aurora),49,Copley (Copley),12,0,,
5,Badin (Hamilton),38,Hughes (Cincinnati),0,0,,
5,Barberton (Barberton),17,Kent Roosevelt (Kent),3,0,,
5,Barnesville (Barnesville),63,River (Hannibal),0,0,,
5,Bath (Lima),62,Elida (Elida),56,0,,
5,Bay (Bay Village),0,Buckeye (Medina),31,0,,
5,Beavercreek (Beavercreek),19,Miamisburg (Miamisburg),10,0,,
5,Bellaire (Bellaire),26,Cambridge (Cambridge),6,0,,
5,Bellefontaine (Bellefontaine),49,Indian Lake (Lewistown),14,0,,
5,Belmont (Dayton),46,Ponitz Tech (Dayton),0,0,,
5,Belpre (Belpre),34,Beallsville (Beallsville),12,0,,
5,Berkshire (Burton),38,Wickliffe (Wickliffe),0,0,,
5,Berne Union (Sugar Grove),0,Miller (Corning),35,0,,
5,Bethel (Tipp City),23,Covington (Covington),17,0,,
5,Bethel-Tate (Bethel),0,Batavia (Batavia),83,0,,
5,Big Walnut (Sunbury),31,Westerville South (Westerville),28,0,,
5,Bishop Hartley (Columbus),0,Ironton (Ironton),41,0,,
5,Bishop Rosecrans (Zanesville),0,Grove City Christian (Grove City),52,0,,
5,Bishop Watterson (Columbus),41,Chardon (Chardon),9,0,,
5,Bloom-Carroll (Carroll),70,Liberty Union (Baltimore),6,0,,
5,Bowsher (Toledo),14,Lima Senior (Lima),51,0,,
5,Bradford (Bradford),12,Preble Shawnee (Camden),70,0,,
5,Bridgeport (Bridgeport),6,Conotton Valley (Bowerston),41,0,,
5,Brush (Lyndhurst),0,Bedford (Bedford),33,0,,
5,Buckeye Central (New Washington),0,Colonel Crawford (North Robinson),62,0,,
5,Buckeye Trail (Lore City),8,Indian Valley (Gnadenhutten),49,0,,
5,Buckeye Valley (Delaware),28,Hamilton Township (Columbus),7,0,,
5,Bucyrus (Bucyrus),0,Mohawk (Sycamore),63,0,,
5,Harrison Central (Cadiz),6,Fort Frye (Beverly),51,0,,
5,Caldwell (Caldwell),15,Edison (Richmond),34,0,,
5,Calvert (Tiffin),0,Gibsonburg (Gibsonburg),10,0,,
5,Canal Winchester (Canal Winchester),23,Pickerington Central (Pickerington),51,0,,
5,Canfield (Canfield),0,Chaney (Youngstown),22,0,,
5,Carlisle (Carlisle),34,Franklin (Franklin),7,0,,
5,Archbishop Carroll (Dayton),12,Talawanda (Oxford),35,0,,
5,Celina (Celina),38,Kenton (Kenton),35,0,,
5,Centerburg (Centerburg),42,Loudonville (Loudonville),7,0,,
5,Central Catholic (Toledo),41,Warren De La Salle (Warren),6,0,,MI
5,Toledo Christian (Toledo),56,Sebring McKinley (Sebring),0,0,,
5,Chagrin Falls (Chagrin Falls),40,Independence (Independence),0,0,,
5,Twinsburg (Twinsburg),0,Hudson (Hudson),35,0,,
5,Chesapeake (Chesapeake),6,Grandview Heights (Columbus),24,0,,
5,Chillicothe (Chillicothe),6,Wilmington (Wilmington),38,0,,
5,Chippewa (Doylestown),49,Northwestern (West Salem),14,0,,
5,Circleville (Circleville),33,Amanda-Clearcreek (Amanda),36,0,,
5,Clay (Oregon),7,Perrysburg (Perrysburg),35,0,,
5,Clear Fork (Bellville),14,Ontario (Ontario),31,0,,
5,Clearview (Lorain),42,Oberlin (Oberlin),0,0,,
5,Clermont Northeastern (Batavia),27,Cincinnati Country Day (Cincinnati),55,0,,
5,Cleveland Heights (Cleveland Heights),27,Mentor (Mentor),35,0,,
5,Coldwater (Coldwater),24,Minster (Minster),21,0,,
5,Colerain (Cincinnati),7,Sycamore (Cincinnati),14,0,,
5,Tiffin Columbian (Tiffin),20,Huron (Huron),38,0,,
5,Columbus Academy (Gahanna),27,St Charles (Columbus),20,0,,
5,Conneaut (Conneaut),13,Harvey (Painesville),47,0,,
5,Coshocton (Coshocton),13,Maysville (Zanesville),20,0,,
5,Coventry (Akron),6,Cloverleaf (Seville),28,0,,
5,Crestview (Ashland),67,New London (New London),0,0,,
5,Crestview (Columbiana),68,Southeast (Ravenna),19,0,,
5,Crestwood (Mantua),52,Brooklyn (Brooklyn),14,0,,
5,Crooksville (Crooksville),31,Morgan (McConnelsville),12,0,,
5,Dalton (Dalton),31,Hillsdale (Jeromesville),35,0,,
5,Danville (Danville),6,Northmor (Galion),41,0,,
5,Lisbon David Anderson (Lisbon),26,Columbiana (Columbiana),42,0,,
5,Dayton Christian (Miamisburg),35,Lockland (Lockland),34,0,,
5,Deer Park (Cincinnati),7,Indian Hill (Cincinnati),42,0,,
5,Defiance (Defiance),43,Shawnee (Lima),7,0,,
5,Delta (Delta),24,Archbold (Archbold),28,0,,
5,Dover (Dover),7,Steubenville (Steubenville),42,0,,
5,Dublin Scioto (Dublin),7,Worthington Kilbourne (Columbus),21,0,,
5,Dunbar (Dayton),16,Harvest Prep (Canal Winchester),50,0,,
5,East (Akron),37,University School (Hunting Valley),9,0,,
5,Youngstown East (Youngstown),30,Shaw (East Cleveland),6,0,,
5,Dublin Jerome (Dublin),14,Olentangy Liberty (Powell),42,0,,
5,East Canton (East Canton),20,Tuscarawas Valley (Zoarville),21,0,,
5,East Clinton (Sabina),0,Hillsboro (Hillsboro),65,0,,
5,Eastern (Beaver),27,Southern (Racine),21,0,,
5,Eastern (Reedsville),55,Sciotoville Community (Portsmouth),0,0,,
5,East Knox (Howard),49,Cardington-Lincoln (Cardington),22,0,,
5,East Palestine (East Palestine),38,Valley Christian School (Youngstown),56,0,,
5,East Technical (Cleveland),0,Glenville (Cleveland),41,0,,
5,Eaton (Eaton),17,Valley View (Germantown),44,0,,
5,Edgerton (Edgerton),0,Wayne Trace (Haviland),26,0,,
5,Edgewood (Ashtabula),14,West Geauga (Chesterland),42,0,,
5,Edgewood (Trenton),0,Chaminade Julienne (Dayton),14,0,,
5,Edison (Milan),35,Norwalk (Norwalk),0,0,,
5,Elgin (Marion),29,Cory-Rawson (Rawson),3,0,,
5,Elmwood (Bloomdale),0,Liberty-Benton (Findlay),45,0,,
5,Evergreen (Metamora),3,Wauseon (Wauseon),7,0,,
5,Fairbanks (Milford Center),56,Greenon (Enon),21,0,,
5,Fairborn (Fairborn),20,Stebbins (Riverside),33,0,,
5,Fairfield Union (Lancaster),20,Logan Elm (Circleville),41,0,,
5,Fairland (Proctorville),40,Gallia Academy (Gallipolis),7,0,,
5,Fairless (Brewster),14,Northwest (Canal Fulton),31,0,,
5,Fairview (Fairview Park),56,Beachwood (Beachwood),12,0,,
5,Fairview (Sherwood),34,Tinora (Defiance),35,0,,
5,Fayetteville (Fayetteville),6,New Miami (Hamilton),47,0,,
5,Federal Hocking (Stewart),20,Millersport (Millersport),30,0,,
5,Firelands (Oberlin),32,Black River (Sullivan),16,0,,
