name,school,city,school_id,division,region,record,harbin
Taft (Cincinnati),Taft,Cincinnati,1518,IV,16,8-2,21.2367
Archbishop Alter (Kettering),Archbishop Alter,Kettering,132,IV,16,7-3,21.0227
Indian Hill (Cincinnati),Indian Hill,Cincinnati,752,IV,16,8-2,20.35
Wyoming (Cincinnati),Wyoming,Cincinnati,1744,IV,16,9-1,19.85
Shawnee (Springfield),Shawnee,Springfield,1414,IV,16,9-1,19.8
Eaton (Eaton),Eaton,Eaton,510,IV,16,8-2,15.75
Archbishop McNicholas (Cincinnati),Archbishop McNicholas,Cincinnati,998,IV,16,5-5,14.6702
Waverly (Waverly),Waverly,Waverly,1636,IV,16,6-4,14.3688
Washington (Washington Court House),Washington,Washington Court House,1626,IV,16,5-5,13.75
Reading (Reading),Reading,Reading,1284,IV,16,7-3,13.25
Roger Bacon (St Bernard),Roger Bacon,St Bernard,1322,IV,16,6-4,12.6929
McClain (Greenfield),McClain,Greenfield,988,IV,16,6-4,11.95
Urbana (Urbana),Urbana,Urbana,1578,IV,16,7-3,10.8742
Dunbar (Dayton),Dunbar,Dayton,476,IV,16,6-3,10.5972
Cincinnati Hills Christian Academy (Cincinnati),Cincinnati Hills Christian Academy,Cincinnati,369,IV,16,5-5,8.9667
Bishop Fenwick (Franklin),Bishop Fenwick,Franklin,582,IV,16,5-5,8.25
Taylor (Cleves),Taylor,Cleves,1524,IV,16,4-6,7.6591
Kenton Ridge (Springfield),Kenton Ridge,Springfield,806,IV,16,4-6,6.7
Batavia (Batavia),Batavia,Batavia,164,IV,16,3-7,6.5
Shroder (Cincinnati),Shroder,Cincinnati,1421,IV,16,3-6,5.8562
Northridge (Dayton),Northridge,Dayton,1148,IV,16,3-7,3.7
Bethel (Tipp City),Bethel,Tipp City,206,IV,16,2-8,2.05
Graham Local (St Paris),Graham Local,St Paris,660,IV,16,1-9,0.95
Ponitz Tech (Dayton),Ponitz Tech,Dayton,1235,IV,16,0-10,0.0
Perry (Perry),Perry,Perry,1246,V,17,10-0,30.9
South Range (Canfield),South Range,Canfield,1460,V,17,9-1,25.8162
Norwayne (Creston),Norwayne,Creston,1174,V,17,9-1,21.7813
Harrison Central (Cadiz),Harrison Central,Cadiz,294,V,17,8-2,19.35
Garfield (Garrettsville),Garfield,Garrettsville,630,V,17,10-0,19.3
Clearview (Lorain),Clearview,Lorain,380,V,17,8-2,18.8531
Ridgewood (West Lafayette),Ridgewood,West Lafayette,1300,V,17,7-3,13.3
Lakeview (Cortland),Lakeview,Cortland,828,V,17,5-5,11.35
Sandy Valley (Magnolia),Sandy Valley,Magnolia,1396,V,17,6-4,11.3
Edison (Richmond),Edison,Richmond,519,V,17,7-3,9.6636
Berkshire (Burton),Berkshire,Burton,202,V,17,5-5,9.6247
Conneaut (Conneaut),Conneaut,Conneaut,416,V,17,5-5,9.1
Triway (Wooster),Triway,Wooster,1548,V,17,5-5,8.8
Liberty (Youngstown),Liberty,Youngstown,860,V,17,5-5,8.5
Fairless (Brewster),Fairless,Brewster,560,V,17,4-6,6.7
Crestwood (Mantua),Crestwood,Mantua,440,V,17,5-5,4.9783
Orrville (Orrville),Orrville,Orrville,1210,V,17,4-6,4.9
Smithville (Smithville),Smithville,Smithville,1426,V,17,5-5,4.8288
Chagrin Falls (Chagrin Falls),Chagrin Falls,Chagrin Falls,346,V,17,3-7,4.4
Coshocton (Coshocton),Coshocton,Coshocton,426,V,17,3-7,4.3
Keystone (La Grange),Keystone,La Grange,808,V,17,4-6,3.7929
Brookside (Sheffield),Brookside,Sheffield,262,V,17,3-7,2.6276
Fairview (Fairview Park),Fairview,Fairview Park,570,V,17,1-9,1.5101
Manchester (New Franklin),Manchester,New Franklin,936,V,17,1-9,1.3
Champion (Warren),Champion,Warren,354,V,17,1-9,0.7571
Beachwood (Beachwood),Beachwood,Beachwood,170,V,17,0-10,0.0
Liberty Center (Liberty Center),Liberty Center,Liberty Center,864,V,18,10-0,27.65
Edison (Milan),Edison,Milan,518,V,18,9-1,23.4434
Archbold (Archbold),Archbold,Archbold,134,V,18,9-1,22.95
Oak Harbor (Oak Harbor),Oak Harbor,Oak Harbor,1184,V,18,10-0,22.8
Liberty-Benton (Findlay),Liberty-Benton,Findlay,862,V,18,9-1,19.6
Coldwater (Coldwater),Coldwater,Coldwater,394,V,18,9-1,19.55
Eastwood (Pemberville),Eastwood,Pemberville,508,V,18,8-2,16.65
Huron (Huron),Huron,Huron,746,V,18,7-3,16.3643
Genoa Area (Genoa),Genoa Area,Genoa,636,V,18,7-3,15.45
Pleasant (Marion),Pleasant,Marion,1260,V,18,6-4,13.7
Indian Lake (Lewistown),Indian Lake,Lewistown,754,V,18,7-3,11.0
Highland (Marengo),Highland,Marengo,712,V,18,5-5,10.65
Otsego (Tontogany),Otsego,Tontogany,1212,V,18,4-6,7.6
Fredericktown (Fredericktown),Fredericktown,Fredericktown,614,V,18,5-5,7.4
Spencerville (Spencerville),Spencerville,Spencerville,1468,V,18,3-7,5.9
Elmwood (Bloomdale),Elmwood,Bloomdale,530,V,18,3-7,5.5444
North Union (Richwood),North Union,Richwood,1156,V,18,4-6,4.7
Port Clinton (Port Clinton),Port Clinton,Port Clinton,1266,V,18,3-7,4.4
Willard (Willard),Willard,Willard,1710,V,18,4-6,3.6949
Delta (Delta),Delta,Delta,466,V,18,3-7,3.05
Northwood (Northwood),Northwood,Northwood,1172,V,18,3-7,3.0388
Lake (Millbury),Lake,Millbury,820,V,18,2-8,2.55
Ottawa-Glandorf (Ottawa),Ottawa-Glandorf,Ottawa,1214,V,18,1-9,0.55
Swanton (Swanton),Swanton,Swanton,1506,V,18,0-10,0.0
Ironton (Ironton),Ironton,Ironton,760,V,19,9-1,28.6918
Fairland (Proctorville),Fairland,Proctorville,556,V,19,9-1,24.253
Barnesville (Barnesville),Barnesville,Barnesville,162,V,19,10-0,23.5965
Harvest Prep (Canal Winchester),Harvest Prep,Canal Winchester,1737,V,19,8-1,22.9858
West Muskingum (Zanesville),West Muskingum,Zanesville,1690,V,19,9-1,21.5
Columbus Academy (Gahanna),Columbus Academy,Gahanna,410,V,19,9-1,20.45
Wheelersburg (Wheelersburg),Wheelersburg,Wheelersburg,1696,V,19,6-3,18.226
Portsmouth West (West Portsmouth),Portsmouth West,West Portsmouth,1270,V,19,8-2,17.7125
Heath (Heath),Heath,Heath,706,V,19,8-2,17.25
Africentric Early College (Columbus),Africentric Early College,Columbus,105,V,19,7-3,16.4
Utica (Utica),Utica,Utica,1584,V,19,7-3,11.85
Union Local (Belmont),Union Local,Belmont,1566,V,19,6-4,11.6245
New Lexington (New Lexington),New Lexington,New Lexington,1100,V,19,5-5,11.45
South Point (South Point),South Point,South Point,1458,V,19,5-5,10.7354
Portsmouth (Portsmouth),Portsmouth,Portsmouth,1268,V,19,5-5,10.2818
Worthington Christian (Worthington),Worthington Christian,Worthington,1740,V,19,4-6,9.6298
Minford (Minford),Minford,Minford,1048,V,19,4-5,9.0212
Centerburg (Centerburg),Centerburg,Centerburg,334,V,19,4-6,7.7
Piketon (Piketon),Piketon,Piketon,1256,V,19,6-4,7.1929
Chesapeake (Chesapeake),Chesapeake,Chesapeake,362,V,19,3-7,5.3419
Meadowbrook (Byesville),Meadowbrook,Byesville,1000,V,19,4-6,4.8
Wellston (Wellston),Wellston,Wellston,1652,V,19,4-6,3.5541
Amanda-Clearcreek (Amanda),Amanda-Clearcreek,Amanda,114,V,19,3-7,2.75
Northwest (McDermott),Northwest,McDermott,1166,V,19,3-7,2.0854
Meigs (Pomeroy),Meigs,Pomeroy,1008,V,19,2-8,1.75
Alexander (Albany),Alexander,Albany,108,V,19,2-8,1.2
Liberty Union (Baltimore),Liberty Union,Baltimore,866,V,19,1-9,1.0
River Valley (Bidwell),River Valley,Bidwell,816,V,19,0-10,0.0
Valley View (Germantown),Valley View,Germantown,1590,V,20,9-1,26.45
Waynesville (Waynesville),Waynesville,Waynesville,1644,V,20,8-2,24.7
Brookville (Brookville),Brookville,Brookville,264,V,20,8-2,17.75
Zane Trace (Chillicothe),Zane Trace,Chillicothe,1752,V,20,7-3,14.7
Purcell Marian (Cincinnati),Purcell Marian,Cincinnati,1276,V,20,8-2,14.5653
Milton-Union (West Milton),Milton-Union,West Milton,1042,V,20,7-3,13.4
Northeastern (Springfield),Northeastern,Springfield,1136,V,20,7-3,13.05
Bethel-Tate (Bethel),Bethel-Tate,Bethel,208,V,20,6-4,12.9545
Blanchester (Blanchester),Blanchester,Blanchester,228,V,20,7-3,12.6
Greeneview (Jamestown),Greeneview,Jamestown,672,V,20,7-3,12.15
Preble Shawnee (Camden),Preble Shawnee,Camden,1272,V,20,7-3,12.0924
Madeira (Cincinnati),Madeira,Cincinnati,920,V,20,5-5,10.65
Madison (Middletown),Madison,Middletown,924,V,20,4-6,8.8717
Miami East (Casstown),Miami East,Casstown,1018,V,20,6-4,8.2
Carlisle (Carlisle),Carlisle,Carlisle,318,V,20,3-7,7.9
Westfall (Williamsport),Westfall,Williamsport,1676,V,20,6-4,7.7
Mariemont (Cincinnati),Mariemont,Cincinnati,954,V,20,4-6,7.55
Clark Montessori (Cincinnati),Clark Montessori,Cincinnati,1956,V,20,4-5,5.7255
Gamble Montessori (Cincinnati),Gamble Montessori,Cincinnati,9461,V,20,4-5,5.7222
Summit Country Day (Cincinnati),Summit Country Day,Cincinnati,1504,V,20,3-7,4.7237
Finneytown (Cincinnati),Finneytown,Cincinnati,588,V,20,3-7,4.0082
Northwestern (Springfield),Northwestern,Springfield,1168,V,20,3-7,3.95
East Clinton (Sabina),East Clinton,Sabina,490,V,20,4-6,3.75
Clermont Northeastern (Batavia),Clermont Northeastern,Batavia,382,V,20,3-7,2.6957
Greenon (Enon),Greenon,Enon,676,V,20,2-8,2.1
Madison-Plains (London),Madison-Plains,London,928,V,20,1-9,0.8
Norwood (Norwood),Norwood,Norwood,1176,V,20,1-9,0.45
North College Hill (Cincinnati),North College Hill,Cincinnati,1134,V,20,0-8,0.0
Kirtland (Kirtland),Kirtland,Kirtland,812,VI,21,9-1,25.6847
Rootstown (Rootstown),Rootstown,Rootstown,1328,VI,21,8-1,17.5871
Mogadore (Mogadore),Mogadore,Mogadore,1058,VI,21,7-2,17.1877
United (Hanoverton),United,Hanoverton,1570,VI,21,9-1,14.7
Cuyahoga Heights (Cuyahoga Heights),Cuyahoga Heights,Cuyahoga Heights,446,VI,21,8-1,14.0556
Pymatuning Valley (Andover),Pymatuning Valley,Andover,1280,VI,21,7-3,13.0639
Jackson-Milton (North Jackson),Jackson-Milton,North Jackson,768,VI,21,7-3,12.3
Canton Central Catholic (Canton),Canton Central Catholic,Canton,340,VI,21,6-4,11.0696
Cardinal (Middlefield),Cardinal,Middlefield,308,VI,21,6-4,10.8
Mineral Ridge (Mineral Ridge),Mineral Ridge,Mineral Ridge,1044,VI,21,6-4,9.45
Crestview (Columbiana),Crestview,Columbiana,436,VI,21,5-5,8.55
Rittman (Rittman),Rittman,Rittman,1304,VI,21,6-4,8.2596
Brookfield (Brookfield),Brookfield,Brookfield,256,VI,21,5-5,8.0
LaBrae (Leavittsburg),LaBrae,Leavittsburg,818,VI,21,5-5,8.0
Southeast (Ravenna),Southeast,Ravenna,1448,VI,21,7-3,7.1237
Columbiana (Columbiana),Columbiana,Columbiana,408,VI,21,5-5,7.0
Independence (Independence),Independence,Independence,750,VI,21,4-6,5.3369
Waterloo (Atwater),Waterloo,Atwater,1630,VI,21,3-7,4.75
Valley Christian School (Youngstown),Valley Christian School,Youngstown,1751,VI,21,4-6,4.6
Wickliffe (Wickliffe),Wickliffe,Wickliffe,1706,VI,21,4-6,4.5381
Waynedale (Apple Creek),Waynedale,Apple Creek,1640,VI,21,3-7,4.2808
Newton Falls (Newton Falls),Newton Falls,Newton Falls,1112,VI,21,4-6,3.75
Trinity (Garfield Heights),Trinity,Garfield Heights,1542,VI,21,3-7,2.9188
Grand Valley (Orwell),Grand Valley,Orwell,662,VI,21,2-8,2.45
Tuslaw (Massillon),Tuslaw,Massillon,1560,VI,21,2-8,1.25
East Palestine (East Palestine),East Palestine,East Palestine,504,VI,21,2-8,1.05
Chippewa (Doylestown),Chippewa,Doylestown,366,VI,21,1-9,0.8655
Brooklyn (Brooklyn),Brooklyn,Brooklyn,260,VI,21,2-8,0.85
East Canton (East Canton),East Canton,East Canton,488,VI,21,2-8,0.7
Campbell Memorial (Campbell),Campbell Memorial,Campbell,1010,VI,21,1-9,0.35
Columbus Grove (Columbus Grove),Columbus Grove,Columbus Grove,412,VI,22,8-2,19.7
Bluffton (Bluffton),Bluffton,Bluffton,236,VI,22,9-1,19.35
Colonel Crawford (North Robinson),Colonel Crawford,North Robinson,400,VI,22,9-1,17.3384
Carey (Carey),Carey,Carey,316,VI,22,8-2,17.1399
Columbia (Columbia Station),Columbia,Columbia Station,404,VI,22,9-1,16.4
Ottawa Hills (Toledo),Ottawa Hills,Toledo,1216,VI,22,9-1,15.7969
Tinora (Defiance),Tinora,Defiance,1532,VI,22,7-3,13.7
Western Reserve (Collins),Western Reserve,Collins,1670,VI,22,7-3,12.548
Black River (Sullivan),Black River,Sullivan,226,VI,22,7-3,11.5735
Wynford (Bucyrus),Wynford,Bucyrus,1742,VI,22,6-4,10.85
Margaretta (Castalia),Margaretta,Castalia,950,VI,22,6-4,9.3408
Mapleton (Ashland),Mapleton,Ashland,946,VI,22,5-5,8.7687
Crestview (Ashland),Crestview,Ashland,434,VI,22,4-6,8.25
Seneca East (Attica),Seneca East,Attica,1400,VI,22,5-5,6.85
Paulding (Paulding),Paulding,Paulding,1236,VI,22,6-4,6.25
Lakota (Kansas),Lakota,Kansas,834,VI,22,5-5,6.0306
Evergreen (Metamora),Evergreen,Metamora,542,VI,22,4-6,4.75
Van Buren (Van Buren),Van Buren,Van Buren,1592,VI,22,3-7,3.95
Wayne Trace (Haviland),Wayne Trace,Haviland,1646,VI,22,4-6,3.85
Riverdale (Mt Blanchard),Riverdale,Mt Blanchard,1308,VI,22,4-6,3.5712
Fairview (Sherwood),Fairview,Sherwood,572,VI,22,2-8,1.95
Wellington (Wellington),Wellington,Wellington,1650,VI,22,1-8,1.8889
Woodmore (Elmore),Woodmore,Elmore,1722,VI,22,2-8,1.4143
Northwestern (West Salem),Northwestern,West Salem,1170,VI,22,1-9,0.7535
Hicksville (Hicksville),Hicksville,Hicksville,708,VI,22,1-9,0.45
Bucyrus (Bucyrus),Bucyrus,Bucyrus,290,VI,22,0-10,0.0
Oberlin (Oberlin),Oberlin,Oberlin,1192,VI,22,0-9,0.0
Garaway (Sugarcreek),Garaway,Sugarcreek,624,VI,23,10-0,28.2
West Jefferson (West Jefferson),West Jefferson,West Jefferson,1682,VI,23,9-1,24.25
Fort Frye (Beverly),Fort Frye,Beverly,598,VI,23,7-2,19.2558
Northmor (Galion),Northmor,Galion,1144,VI,23,8-2,14.55
Elgin (Marion),Elgin,Marion,524,VI,23,8-2,11.3
Grandview Heights (Columbus),Grandview Heights,Columbus,664,VI,23,7-3,11.15
Nelsonville-York (Nelsonville),Nelsonville-York,Nelsonville,1084,VI,23,7-3,10.8263
Martins Ferry (Martins Ferry),Martins Ferry,Martins Ferry,968,VI,23,5-5,10.0653
East Knox (Howard),East Knox,Howard,498,VI,23,6-4,9.9
Bellaire (Bellaire),Bellaire,Bellaire,182,VI,23,5-5,9.2197
Newcomerstown (Newcomerstown),Newcomerstown,Newcomerstown,1096,VI,23,6-4,8.15
Trimble (Glouster),Trimble,Glouster,1540,VI,23,5-4,8.0556
Dawson-Bryant (Coal Grove),Dawson-Bryant,Coal Grove,458,VI,23,4-6,8.0116
Tuscarawas Valley (Zoarville),Tuscarawas Valley,Zoarville,1558,VI,23,4-6,7.5
Grove City Christian (Grove City),Grove City Christian,Grove City,681,VI,23,6-4,7.1
Rock Hill (Ironton),Rock Hill,Ironton,1318,VI,23,4-6,5.8784
Buckeye Trail (Lore City),Buckeye Trail,Lore City,284,VI,23,4-6,5.45
Northridge (Johnstown),Northridge,Johnstown,1150,VI,23,2-8,5.35
Loudonville (Loudonville),Loudonville,Loudonville,900,VI,23,3-7,4.7
Shenandoah (Sarahsville),Shenandoah,Sarahsville,1418,VI,23,3-7,4.5663
Newark Catholic (Newark),Newark Catholic,Newark,1090,VI,23,3-7,4.4798
Mount Gilead (Mount Gilead),Mount Gilead,Mount Gilead,1072,VI,23,3-7,4.1
Crooksville (Crooksville),Crooksville,Crooksville,442,VI,23,3-7,3.9
Belpre (Belpre),Belpre,Belpre,194,VI,23,1-9,1.0947
Cardington-Lincoln (Cardington),Cardington-Lincoln,Cardington,314,VI,23,1-9,0.4
Oak Hill (Oak Hill),Oak Hill,Oak Hill,1186,VI,23,0-8,0.0
Williamsburg (Williamsburg),Williamsburg,Williamsburg,1712,VI,24,9-1,21.65
Versailles (Versailles),Versailles,Versailles,1600,VI,24,8-2,19.2
Cincinnati Country Day (Cincinnati),Cincinnati Country Day,Cincinnati,368,VI,24,10-0,19.1174
West Liberty-Salem (West Liberty),West Liberty-Salem,West Liberty,1688,VI,24,9-1,17.45
Tri-Village (New Madison),Tri-Village,New Madison,1546,VI,24,9-1,16.7653
Paint Valley (Bainbridge),Paint Valley,Bainbridge,1226,VI,24,7-3,16.0
Twin Valley South (West Alexandria),Twin Valley South,West Alexandria,1564,VI,24,6-4,9.0867
Anna (Anna),Anna,Anna,120,VI,24,5-5,8.9
Allen East (Harrod),Allen East,Harrod,110,VI,24,4-6,6.5
Deer Park (Cincinnati),Deer Park,Cincinnati,462,VI,24,3-7,5.3404
Parkway (Rockford),Parkway,Rockford,1230,VI,24,2-8,5.25
National Trail (New Paris),National Trail,New Paris,1082,VI,24,4-6,5.25
Valley (Lucasville),Valley,Lucasville,1586,VI,24,3-7,4.5292
Dayton Christian (Miamisburg),Dayton Christian,Miamisburg,460,VI,24,2-7,3.0719
Troy Christian (Troy),Troy Christian,Troy,1553,VI,24,3-7,2.95
Dixie (New Lebanon),Dixie,New Lebanon,470,VI,24,3-7,2.5948
Fairbanks (Milford Center),Fairbanks,Milford Center,544,VI,24,2-8,2.5
Arcanum (Arcanum),Arcanum,Arcanum,130,VI,24,3-7,2.2224
Adena (Frankfort),Adena,Frankfort,102,VI,24,2-8,1.65
Triad (North Lewisburg),Triad,North Lewisburg,1538,VI,24,1-9,1.2
Southeastern (Chillicothe),Southeastern,Chillicothe,1450,VI,24,1-9,0.85
Huntington (Chillicothe),Huntington,Chillicothe,744,VI,24,1-9,0.85
Dalton (Dalton),Dalton,Dalton,450,VII,25,8-1,21.5325
Danville (Danville),Danville,Danville,454,VII,25,10-0,21.0
Western Reserve (Berlin Center),Western Reserve,Berlin Center,1668,VII,25,8-2,19.0091
Toronto (Toronto),Toronto,Toronto,1536,VII,25,9-1,18.9125
Malvern (Malvern),Malvern,Malvern,934,VII,25,9-1,18.65
Lowellville (Lowellville),Lowellville,Lowellville,906,VII,25,9-1,16.85
Springfield (New Middletown),Springfield,New Middletown,1478,VII,25,7-3,16.45
Hillsdale (Jeromesville),Hillsdale,Jeromesville,720,VII,25,8-2,16.3818
Lucas (Lucas),Lucas,Lucas,908,VII,25,7-3,16.1843
Monroeville (Monroeville),Monroeville,Monroeville,1064,VII,25,7-3,14.4677
Catholic Central (Steubenville),Catholic Central,Steubenville,326,VII,25,9-1,13.9952
Southern (Salineville),Southern,Salineville,1456,VII,25,8-2,12.8
St Paul (Norwalk),St Paul,Norwalk,1374,VII,25,6-4,12.7045
Lisbon David Anderson (Lisbon),Lisbon David Anderson,Lisbon,456,VII,25,7-3,10.7
McDonald (McDonald),McDonald,McDonald,992,VII,25,5-5,8.9
Conotton Valley (Bowerston),Conotton Valley,Bowerston,418,VII,25,4-6,4.0531
Fairport Harding (Fairport Harbor),Fairport Harding,Fairport Harbor,566,VII,25,4-6,3.668
Mathews (Vienna),Mathews,Vienna,974,VII,25,2-8,2.2306
Richmond Heights (Richmond Heights),Richmond Heights,Richmond Heights,1294,VII,25,1-7,1.9408
St John School (Ashtabula),St John School,Ashtabula,1359,VII,25,2-6,1.875
Strasburg-Franklin (Strasburg),Strasburg-Franklin,Strasburg,1494,VII,25,3-7,1.8
South Central (Greenwich),South Central,Greenwich,1446,VII,25,2-8,1.5081
John F Kennedy (Warren),John F Kennedy,Warren,786,VII,25,2-7,1.3434
Plymouth (Plymouth),Plymouth,Plymouth,1262,VII,25,2-8,1.2592
Buckeye Central (New Washington),Buckeye Central,New Washington,278,VII,25,3-7,1.1
Windham (Windham),Windham,Windham,1716,VII,25,2-8,0.7
Wellsville (Wellsville),Wellsville,Wellsville,1654,VII,25,1-9,0.35
Crestline (Crestline),Crestline,Crestline,432,VII,25,0-10,0.0
Leetonia (Leetonia),Leetonia,Leetonia,850,VII,25,0-10,0.0
St Thomas Aquinas (Louisville),St Thomas Aquinas,Louisville,1378,VII,25,0-10,0.0
Tuscarawas Central Catholic (New Philadelphia),Tuscarawas Central Catholic,New Philadelphia,1556,VII,25,0-10,0.0
Hopewell-Loudon (Bascom),Hopewell-Loudon,Bascom,732,VII,26,10-0,21.0929
Calvert (Tiffin),Calvert,Tiffin,298,VII,26,8-1,19.1111
Waynesfield-Goshen (Waynesfield),Waynesfield-Goshen,Waynesfield,1642,VII,26,10-0,17.3
Antwerp (Antwerp),Antwerp,Antwerp,126,VII,26,9-1,17.15
Patrick Henry (Hamler),Patrick Henry,Hamler,1234,VII,26,8-2,16.65
McComb (McComb),McComb,McComb,990,VII,26,8-2,16.2092
Lima Central Catholic (Lima),Lima Central Catholic,Lima,874,VII,26,6-3,15.6111
Pandora-Gilboa (Pandora),Pandora-Gilboa,Pandora,1228,VII,26,7-3,15.15
Leipsic (Leipsic),Leipsic,Leipsic,854,VII,26,8-2,14.45
Ayersville (Defiance),Ayersville,Defiance,154,VII,26,8-2,14.05
Upper Scioto Valley (McGuffey),Upper Scioto Valley,McGuffey,1576,VII,26,8-2,13.75
North Central (Pioneer),North Central,Pioneer,1132,VII,26,9-1,12.4026
Arlington (Arlington),Arlington,Arlington,136,VII,26,6-4,10.5
Edon (Edon),Edon,Edon,520,VII,26,6-4,9.3929
Crestview (Convoy),Crestview,Convoy,438,VII,26,6-4,8.65
Montpelier (Montpelier),Montpelier,Montpelier,1066,VII,26,7-3,8.4163
Gibsonburg (Gibsonburg),Gibsonburg,Gibsonburg,640,VII,26,5-5,8.2755
Hardin Northern (Dola),Hardin Northern,Dola,694,VII,26,6-4,8.05
Ridgedale (Morral),Ridgedale,Morral,1296,VII,26,6-4,6.3
St John's (Delphos),St John's,Delphos,1358,VII,26,4-6,5.5914
Ada (Ada),Ada,Ada,100,VII,26,3-7,5.45
Ridgemont (Mt Victory),Ridgemont,Mt Victory,1298,VII,26,4-6,3.85
Perry (Lima),Perry,Lima,1242,VII,26,3-7,2.45
Mohawk (Sycamore),Mohawk,Sycamore,1060,VII,26,2-8,1.8611
North Baltimore (North Baltimore),North Baltimore,North Baltimore,1130,VII,26,3-7,1.7571
Jefferson (Delphos),Jefferson,Delphos,772,VII,26,1-9,1.55
Edgerton (Edgerton),Edgerton,Edgerton,512,VII,26,2-8,1.55
Arcadia (Arcadia),Arcadia,Arcadia,128,VII,26,2-8,1.4071
Hilltop (West Unity),Hilltop,West Unity,722,VII,26,1-9,1.0571
Cardinal Stritch Catholic (Oregon),Cardinal Stritch Catholic,Oregon,312,VII,26,2-8,1.0571
Vanlue (Vanlue),Vanlue,Vanlue,1594,VII,26,1-8,0.3889
Cory-Rawson (Rawson),Cory-Rawson,Rawson,424,VII,26,1-9,0.35
St Joseph Central Catholic (Fremont),St Joseph Central Catholic,Fremont,1370,VII,26,0-9,0.0
Eastern (Reedsville),Eastern,Reedsville,494,VII,27,9-1,16.5053
Eastern (Beaver),Eastern,Beaver,492,VII,27,10-0,16.4283
Caldwell (Caldwell),Caldwell,Caldwell,296,VII,27,7-3,12.2465
Fairfield Christian Academy (Lancaster),Fairfield Christian Academy,Lancaster,553,VII,27,8-2,11.45
River (Hannibal),River,Hannibal,1306,VII,27,7-2,11.2386
Notre Dame (Portsmouth),Notre Dame,Portsmouth,1178,VII,27,7-3,9.9242
Waterford (Waterford),Waterford,Waterford,1628,VII,27,6-4,8.5745
Monroe Central (Woodsfield),Monroe Central,Woodsfield,1063,VII,27,6-4,7.4015
South Gallia (Crown City),South Gallia,Crown City,1453,VII,27,7-3,6.8105
Miller (Corning),Miller,Corning,1036,VII,27,6-4,6.533
Beallsville (Beallsville),Beallsville,Beallsville,172,VII,27,6-4,6.5318
Bishop Rosecrans (Zanesville),Bishop Rosecrans,Zanesville,222,VII,27,4-6,5.3389
Sciotoville Community (Portsmouth),Sciotoville Community,Portsmouth,484,VII,27,4-5,4.9858
Bridgeport (Bridgeport),Bridgeport,Bridgeport,250,VII,27,3-7,4.399
Shadyside (Shadyside),Shadyside,Shadyside,1406,VII,27,3-7,3.4053
Berne Union (Sugar Grove),Berne Union,Sugar Grove,204,VII,27,2-8,2.8
Southern (Racine),Southern,Racine,1454,VII,27,3-7,1.8216
Fisher Catholic (Lancaster),Fisher Catholic,Lancaster,594,VII,27,3-7,1.75
Symmes Valley (Willow Wood),Symmes Valley,Willow Wood,1514,VII,27,3-7,1.5184
Frontier (New Matamoras),Frontier,New Matamoras,618,VII,27,1-9,0.8301
Green (Franklin Furnace),Green,Franklin Furnace,668,VII,27,1-9,0.35
Manchester (Manchester),Manchester,Manchester,938,VII,27,0-8,0.0
Millersport (Millersport),Millersport,Millersport,1040,VII,27,0-10,0.0
Marion Local (Maria Stein),Marion Local,Maria Stein,958,VII,28,10-0,25.4
Ansonia (Ansonia),Ansonia,Ansonia,122,VII,28,10-0,21.6
Riverside (De Graff),Riverside,De Graff,1310,VII,28,9-1,19.75
Cincinnati College Prep (Cincinnati),Cincinnati College Prep,Cincinnati,9272,VII,28,7-2,13.0228
Minster (Minster),Minster,Minster,1052,VII,28,8-2,12.9
Southeastern Local (South Charleston),Southeastern Local,South Charleston,1452,VII,28,7-3,12.65
St Bernard-Elmwood Place (St Bernard),St Bernard-Elmwood Place,St Bernard,1340,VII,28,7-2,11.7132
Cedarville (Cedarville),Cedarville,Cedarville,328,VII,28,7-3,10.5
Lehman Catholic (Sidney),Lehman Catholic,Sidney,852,VII,28,7-3,10.45
Mechanicsburg (Mechanicsburg),Mechanicsburg,Mechanicsburg,1004,VII,28,6-4,10.4
Fort Loramie (Fort Loramie),Fort Loramie,Fort Loramie,602,VII,28,5-5,8.4621
Bradford (Bradford),Bradford,Bradford,246,VII,28,4-4,6.8758
New Bremen (New Bremen),New Bremen,New Bremen,1092,VII,28,4-6,6.55
St Henry (St Henry),St Henry,St Henry,1352,VII,28,3-7,6.1
Lockland (Lockland),Lockland,Lockland,886,VII,28,4-5,5.0972
Tri-County North (Lewisburg),Tri-County North,Lewisburg,1562,VII,28,4-6,4.4793
Catholic Central (Springfield),Catholic Central,Springfield,324,VII,28,2-8,1.3082
Miami Valley Christian Academy (Cincinnati),Miami Valley Christian Academy,Cincinnati,1023,VII,28,2-8,1.2255
Fayetteville (Fayetteville),Fayetteville,Fayetteville,576,VII,28,2-8,1.1124
Fort Recovery (Fort Recovery),Fort Recovery,Fort Recovery,604,VII,28,1-9,1.1
New Miami (Hamilton),New Miami,Hamilton,1104,VII,28,1-9,0.4
Covington (Covington),Covington,Covington,430,VII,28,0-10,0.0
Mississinawa Valley (Union City),Mississinawa Valley,Union City,1054,VII,28,0-10,0.0
