week,date,time,away,home,neutral,away_state,home_state
5,2026-09-18,7pm,Black River (Sullivan),Columbia (Columbia Station),0,,
5,2026-09-18,7pm,Bloom-Carroll (Carroll),Fairfield Union (Lancaster),0,,
5,2026-09-18,7pm,Bluffton (Bluffton),Jefferson (Delphos),0,,
5,2026-09-18,7pm,Boardman (Youngstown),Cuyahoga Valley Christian Academy (Cuyahoga Falls),0,,
5,2026-09-18,7pm,Bowsher (Toledo),Northwood (Northwood),0,,
5,2026-09-18,7pm,Brookside (Sheffield),Keystone (La Grange),0,,
5,2026-09-18,7pm,Buckeye (Medina),Lakewood (Lakewood),0,,
5,2026-09-18,7pm,Buckeye Trail (Lore City),Ridgewood (West Lafayette),0,,
5,2026-09-18,7pm,Buckeye Valley (Delaware),Bishop Hartley (Columbus),0,,
5,2026-09-18,7pm,Bucyrus (Bucyrus),Buckeye Central (New Washington),0,,
5,2026-09-18,7pm,Butler (Vandalia),Tippecanoe (Tipp City),0,,
5,2026-09-18,7pm,Caldwell (Caldwell),Newcomerstown (Newcomerstown),0,,
5,2026-09-18,7pm,Calvert (Tiffin),Lucas (Lucas),0,,
5,2026-09-18,7pm,Canal Winchester (Canal Winchester),Pickerington Central (Pickerington),0,,
5,2026-09-18,7pm,Canfield (Canfield),Youngstown (Youngstown),0,,
5,2026-09-18,7pm,Cardington-Lincoln (Cardington),Fredericktown (Fredericktown),0,,
5,2026-09-18,7pm,Archbishop Carroll (Dayton),Talawanda (Oxford),0,,
5,2026-09-18,7pm,Catholic Central (Springfield),West Jefferson (West Jefferson),0,,
5,2026-09-18,7pm,Catholic Central (Steubenville),Buckeye Local (Rayland),0,,
5,2026-09-18,7pm,Cedarville (Cedarville),Triad (North Lewisburg),0,,
5,2026-09-18,7pm,Canton Central Catholic (Canton),Cardinal (Middlefield),0,,
5,2026-09-18,7pm,Twinsburg (Twinsburg),Aurora (Aurora),0,,
5,2026-09-18,7pm,Chillicothe (Chillicothe),Wilmington (Wilmington),0,,
5,2026-09-18,7pm,Circleville (Circleville),McClain (Greenfield),0,,
5,2026-09-18,7pm,Clay (Oregon),Liberty-Benton (Findlay),0,,
5,2026-09-18,7pm,Claymont (Uhrichsville),Marietta (Marietta),0,,
5,2026-09-18,7pm,Clermont Northeastern (Batavia),Cincinnati Country Day (Cincinnati),0,,
5,2026-09-18,7pm,Clinton-Massie (Clarksville),Monroe (Monroe),0,,
5,2026-09-18,7pm,Cloverleaf (Seville),Springfield (Akron),0,,
5,2026-09-18,7pm,Coldwater (Coldwater),Minster (Minster),0,,
5,2026-09-18,7pm,Colonel Crawford (North Robinson),Carey (Carey),0,,
5,2026-09-18,7pm,Tiffin Columbian (Tiffin),Huron (Huron),0,,
5,2026-09-18,7pm,Columbus Academy (Gahanna),Worthington Christian (Worthington),0,,
5,2026-09-18,7pm,Columbus Grove (Columbus Grove),Spencerville (Spencerville),0,,
5,2026-09-18,7pm,Conneaut (Conneaut),Kirtland (Kirtland),0,,
5,2026-09-18,7pm,Cory-Rawson (Rawson),Hardin Northern (Dola),0,,
5,2026-09-18,7pm,Covington (Covington),Riverside (De Graff),0,,
5,2026-09-18,7pm,Crestview (Columbiana),Southeast (Ravenna),0,,
5,2026-09-18,7pm,Crestview (Convoy),Fort Loramie (Fort Loramie),0,,
5,2026-09-18,7pm,Crestwood (Mantua),Berkshire (Burton),0,,
5,2026-09-18,7pm,Cuyahoga Falls (Cuyahoga Falls),Field (Mogadore),0,,
5,2026-09-18,7pm,Cuyahoga Heights (Cuyahoga Heights),Fairview (Fairview Park),0,,
5,2026-09-18,7pm,Lisbon David Anderson (Lisbon),United (Hanoverton),0,,
5,2026-09-18,7pm,Deer Park (Cincinnati),Finneytown (Cincinnati),0,,
5,2026-09-18,7pm,Defiance (Defiance),Van Wert (Van Wert),0,,
5,2026-09-18,7pm,Dublin Scioto (Dublin),Worthington Kilbourne (Columbus),0,,
5,2026-09-18,7pm,Dunbar (Dayton),Belmont (Dayton),0,,
5,2026-09-18,7pm,Dublin Jerome (Dublin),New Albany (New Albany),0,,
5,2026-09-18,7pm,Eastern (Beaver),Southern (Racine),0,,
5,2026-09-18,7pm,Eastern (Reedsville),Warren (Vincent),0,,
5,2026-09-18,7pm,East Knox (Howard),Loudonville (Loudonville),0,,
5,2026-09-18,7pm,East Technical (Cleveland),Westland (Galloway),0,,
5,2026-09-18,7pm,Eaton (Eaton),Valley View (Germantown),0,,
5,2026-09-18,7pm,Edgewood (Ashtabula),Lakeside (Ashtabula),0,,
5,2026-09-18,7pm,Edgewood (Trenton),Chaminade Julienne (Dayton),0,,
5,2026-09-18,7pm,Edison (Milan),Norwalk (Norwalk),0,,
5,2026-09-18,7pm,Edison (Richmond),Weir (Weirton),0,,WV
5,2026-09-18,7pm,Elida (Elida),Ottawa-Glandorf (Ottawa),0,,
5,2026-09-18,7pm,Ellet (Akron),Shaw (East Cleveland),0,,
5,2026-09-18,7pm,Elyria (Elyria),North Ridgeville (North Ridgeville),0,,
5,2026-09-18,7pm,Elyria Catholic (Elyria),St Vincent-St Mary (Akron),0,,
5,2026-09-18,7pm,Fairbanks (Milford Center),Southeastern Local (South Charleston),0,,
5,2026-09-18,7pm,Fairborn (Fairborn),Troy (Troy),0,,
5,2026-09-18,7pm,Fairfield (Fairfield),Sycamore (Cincinnati),0,,
5,2026-09-18,7pm,Fairfield Christian Academy (Lancaster),Symmes Valley (Willow Wood),0,,
5,2026-09-18,7pm,Fairland (Proctorville),Gallia Academy (Gallipolis),0,,
5,2026-09-18,7pm,Fayetteville (Fayetteville),Sciotoville Community (Portsmouth),0,,
5,2026-09-18,7pm,Firestone (Akron),Maple Heights (Maple Heights),0,,
5,2026-09-18,7pm,Fisher Catholic (Lancaster),Bishop Rosecrans (Zanesville),0,,
5,2026-09-18,7pm,Fort Frye (Beverly),Grandview Heights (Columbus),0,,
5,2026-09-18,7pm,Fostoria (Fostoria),Eastwood (Pemberville),0,,
5,2026-09-18,7pm,Franklin (Franklin),Carlisle (Carlisle),0,,
5,2026-09-18,7pm,Franklin Heights (Columbus),St Charles (Columbus),0,,
5,2026-09-18,7pm,Fremont Ross (Fremont),Findlay (Findlay),0,,
5,2026-09-18,7pm,Garfield (Garrettsville),Champion (Warren),0,,
5,2026-09-18,7pm,Garfield Heights (Garfield Heights),Villa Angela-St Joseph (Cleveland),0,,
5,2026-09-18,7pm,Genoa Area (Genoa),Maumee (Maumee),0,,
5,2026-09-18,7pm,Girard (Girard),Garaway (Sugarcreek),0,,
5,2026-09-18,7pm,GlenOak (Canton),Lake (Uniontown),0,,
5,2026-09-18,4pm,Glenville (Cleveland),Rhodes (Cleveland),0,,
5,2026-09-18,7pm,Goshen (Goshen),Blanchester (Blanchester),0,,
5,2026-09-18,7pm,Granville (Granville),Lakewood (Hebron),0,,
5,2026-09-18,7pm,Greenon (Enon),West Liberty-Salem (West Liberty),0,,
5,2026-09-18,7pm,Grove City (Grove City),Dublin Coffman (Dublin),0,,
5,2026-09-18,7pm,Groveport Madison (Groveport),Lancaster (Lancaster),0,,
5,2026-09-18,7pm,Marion Harding (Marion),River Valley (Caledonia),0,,
5,2026-09-18,7pm,Harrison (Harrison),Ross (Hamilton),0,,
5,2026-09-18,7pm,Hawken (Gates Mills),Perry (Perry),0,,
5,2026-09-18,7pm,Heath (Heath),Watkins Memorial (Pataskala),0,,
5,2026-09-18,7pm,Highland (Medina),Medina (Medina),0,,
5,2026-09-18,7pm,Hilliard Bradley (Hilliard),Thomas Worthington (Worthington),0,,
5,2026-09-18,7pm,Hilliard Davidson (Hilliard),Central Crossing (Grove City),0,,
5,2026-09-18,7pm,Hillsdale (Jeromesville),Smithville (Smithville),0,,
5,2026-09-18,7pm,Holgate (Holgate),Danbury (Lakeside),0,,
5,2026-09-18,7pm,Holy Name (Parma Heights),Cleveland Central Catholic (Cleveland),0,,
5,2026-09-18,7pm,Howland (Warren),Carrollton (Carrollton),0,,
5,2026-09-18,7pm,Hubbard (Hubbard),Poland Seminary (Poland),0,,
5,2026-09-18,7pm,Hudson (Hudson),Nordonia (Macedonia),0,,
5,2026-09-18,6:30pm,Hughes (Cincinnati),Clark Montessori (Cincinnati),0,,
5,2026-09-18,7pm,Huntington (Chillicothe),Piketon (Piketon),0,,
5,2026-09-18,7pm,Independence (Independence),Trinity (Garfield Heights),0,,
5,2026-09-18,7pm,Indian Creek (Wintersville),Brooke (Wellsburg),0,,WV
5,2026-09-18,7pm,Indian Hill (Cincinnati),Mariemont (Cincinnati),0,,
5,2026-09-18,7:30pm,Ironton (Ironton),Jackson (Jackson),0,,
5,2026-09-18,7pm,Jackson (Massillon),Green (Uniontown),0,,
5,2026-09-18,7pm,Jefferson Area (Jefferson),Geneva (Geneva),0,,
5,2026-09-18,4pm,John Adams (Cleveland),John F Kennedy (Cleveland),0,,
5,2026-09-18,7pm,John Glenn (New Concord),Meadowbrook (Byesville),0,,
5,2026-09-18,7pm,John Hay (Cleveland),Gilmour Academy (Gates Mills),0,,
5,2026-09-18,7pm,John Marshall (Cleveland),St Ignatius (Cleveland),0,,
5,2026-09-18,7pm,Johnstown (Johnstown),Licking Valley (Newark),0,,
5,2026-09-18,7pm,Jonathan Alder (Plain City),Shawnee (Springfield),0,,
5,2026-09-18,7pm,Garfield (Akron),Padua Franciscan (Parma),0,,
5,2026-09-18,7pm,Kenston (Chagrin Falls),Brecksville-Broadview Heights (Broadview Heights),0,,
5,2026-09-18,7pm,Kenton (Kenton),Bath (Lima),0,,
5,2026-09-18,7pm,Kenton Ridge (Springfield),Northwestern (Springfield),0,,
5,2026-09-18,7pm,Kettering Fairmont (Kettering),Wayne (Huber Heights),0,,
5,2026-09-18,7pm,Kings (Kings Mills),Anderson (Cincinnati),0,,
5,2026-09-18,7pm,River Valley (Bidwell),Meigs (Pomeroy),0,,
5,2026-09-18,7pm,Lake (Millbury),Rossford (Rossford),0,,
5,2026-09-18,7pm,Lakeview (Cortland),Niles McKinley (Niles),0,,
5,2026-09-18,7pm,Lakota East (Liberty Township),Hamilton (Hamilton),0,,
5,2026-09-18,7pm,Lakota West (West Chester),Princeton (Cincinnati),0,,
5,2026-09-18,7pm,La Salle (Cincinnati),Badin (Hamilton),0,,
5,2026-09-18,7pm,Liberty (Youngstown),Brookfield (Brookfield),0,,
5,2026-09-18,7pm,Liberty Center (Liberty Center),Bryan (Bryan),0,,
5,2026-09-18,7pm,Liberty Union (Baltimore),Logan Elm (Circleville),0,,
5,2026-09-18,7pm,Licking Heights (Pataskala),Northridge (Johnstown),0,,
5,2026-09-18,7pm,Lima Central Catholic (Lima),Allen East (Harrod),0,,
5,2026-09-18,7pm,Gahanna Lincoln (Gahanna),Hilliard Darby (Hilliard),0,,
5,2026-09-18,7pm,Little Miami (Morrow),Lebanon (Lebanon),0,,
5,2026-09-18,7pm,Logan (Logan),Newark (Newark),0,,
5,2026-09-18,7pm,London (London),Graham Local (St Paris),0,,
5,2026-09-18,7pm,Lorain (Lorain),Cleveland Heights (Cleveland Heights),0,,
5,2026-09-18,7pm,Louisville (Louisville),Hoover (North Canton),0,,
5,2026-09-18,7pm,Lutheran East (Cleveland Heights),Warrensville Heights (Warrensville Heights),0,,
5,2026-09-18,7pm,Lutheran West (Rocky River),Harvey (Painesville),0,,
5,2026-09-18,7pm,Madison (Madison),South (Willoughby),0,,
5,2026-09-18,7pm,Madison (Middletown),Brookville (Brookville),0,,
5,2026-09-18,7pm,Malvern (Malvern),Sandy Valley (Magnolia),0,,
5,2026-09-18,7pm,Manchester (New Franklin),Coventry (Coventry Twp),0,,
5,2026-09-18,7pm,Manchester (Manchester),Vanlue (Vanlue),0,,
5,2026-09-18,7pm,Mansfield Senior (Mansfield),New Philadelphia (New Philadelphia),0,,
5,2026-09-18,7pm,Margaretta (Castalia),St Thomas Aquinas (Louisville),0,,
5,2026-09-18,7pm,Martins Ferry (Martins Ferry),Harrison Central (Cadiz),0,,
5,2026-09-18,7pm,Mathews (Vienna),Leetonia (Leetonia),0,,
5,2026-09-18,7pm,Maysville (Zanesville),Crooksville (Crooksville),0,,
5,2026-09-18,7pm,McDonald (McDonald),Western Reserve (Berlin Center),0,,
5,2026-09-18,6:30pm,Meadowdale (Dayton),Cincinnati College Prep (Cincinnati),0,,
5,2026-09-18,7pm,Mechanicsburg (Mechanicsburg),Greeneview (Jamestown),0,,
5,2026-09-18,7pm,Campbell Memorial (Campbell),Lowellville (Lowellville),0,,
5,2026-09-18,7pm,Mentor (Mentor),Riverside (Painesville),0,,
5,2026-09-18,7pm,Middletown (Middletown),Colerain (Cincinnati),0,,
5,2026-09-18,7pm,Milford (Milford),West Clermont (Cincinnati),0,,
5,2026-09-18,7pm,Miller (Corning),Grove City Christian (Grove City),0,,
5,2026-09-18,7pm,Millersport (Millersport),Berne Union (Sugar Grove),0,,
5,2026-09-18,7pm,Milton-Union (West Milton),Northridge (Dayton),0,,
5,2026-09-18,7pm,Mineral Ridge (Mineral Ridge),Jackson-Milton (North Jackson),0,,
5,2026-09-18,7pm,Mississinawa Valley (Union City),Twin Valley South (West Alexandria),0,,
5,2026-09-18,7pm,Archbishop Moeller (Cincinnati),St Xavier (Cincinnati),0,,
5,2026-09-18,7pm,Mogadore (Mogadore),North (Akron),0,,
5,2026-09-18,7pm,Monroeville (Monroeville),New London (New London),0,,
5,2026-09-18,7pm,Morgan (McConnelsville),Tri-Valley (Dresden),0,,
5,2026-09-18,7pm,Mount Gilead (Mount Gilead),Danville (Danville),0,,
5,2026-09-18,7pm,Mount Healthy (Cincinnati),Bishop Fenwick (Franklin),0,,
5,2026-09-18,7pm,National Trail (New Paris),Dixie (New Lebanon),0,,
5,2026-09-18,7pm,Nelsonville-York (Nelsonville),Waterford (Waterford),0,,
5,2026-09-18,7pm,Newark Catholic (Newark),Mount Vernon (Mount Vernon),0,,
5,2026-09-18,7pm,New Lexington (New Lexington),Coshocton (Coshocton),0,,
5,2026-09-18,7pm,New Miami (Hamilton),Dayton Christian (Miamisburg),0,,
5,2026-09-18,7pm,Newton Falls (Newton Falls),LaBrae (Leavittsburg),0,,
5,2026-09-18,7pm,Normandy (Parma),Bay (Bay Village),0,,
5,2026-09-18,7pm,North (Eastlake),Chardon (Chardon),0,,
5,2026-09-18,7pm,North Baltimore (North Baltimore),Elgin (Marion),0,,
5,2026-09-18,7pm,North Central (Pioneer),Ottawa Lake Whiteford (Ottawa Lake),0,,MI
5,2026-09-18,7pm,Northeastern (South Vienna),Madison-Plains (London),0,,
5,2026-09-18,7pm,Northland (Columbus),East (Columbus),0,,
5,2026-09-18,7pm,Northmont (Clayton),Springboro (Springboro),0,,
5,2026-09-18,7pm,Northmor (Galion),Centerburg (Centerburg),0,,
5,2026-09-18,7pm,North Olmsted (North Olmsted),Westlake (Westlake),0,,
5,2026-09-18,7pm,Northwest (Canal Fulton),Canton South (Canton),0,,
5,2026-09-18,7pm,Northwest (McDermott),Minford (Minford),0,,
5,2026-09-18,7pm,Northwestern (West Salem),Dalton (Dalton),0,,
5,2026-09-18,7pm,Norwayne (Creston),Waynedale (Apple Creek),0,,
5,2026-09-18,7pm,Notre Dame (Portsmouth),Chesapeake (Chesapeake),0,,
5,2026-09-18,7pm,Notre Dame-Cathedral Latin (Chardon),Bedford (Bedford),0,,
5,2026-09-18,7pm,Oak Harbor (Oak Harbor),Otsego (Tontogany),0,,
5,2026-09-18,7pm,Oak Hill (Oak Hill),South Gallia (Crown City),0,,
5,2026-09-18,7pm,Oak Hills (Cincinnati),Mason (Mason),0,,
5,2026-09-18,7pm,Olentangy Berlin (Delaware),Westerville Central (Westerville),0,,
5,2026-09-18,7pm,Olentangy (Lewis Center),Olentangy Liberty (Powell),0,,
5,2026-09-18,7pm,Ontario (Ontario),Galion (Galion),0,,
5,2026-09-18,7pm,Orange (Pepper Pike),West Geauga (Chesterland),0,,
5,2026-09-18,7pm,Orrville (Orrville),Fairless (Brewster),0,,
5,2026-09-18,7pm,Ottawa Hills (Toledo),Toledo Christian (Toledo),0,,
5,2026-09-18,7pm,Paint Valley (Bainbridge),Southeastern (Chillicothe),0,,
5,2026-09-18,7pm,Pandora-Gilboa (Pandora),Leipsic (Leipsic),0,,
5,2026-09-18,7pm,Perkins (Sandusky),Bellevue (Bellevue),0,,
5,2026-09-18,7pm,Perry (Massillon),Canton McKinley (Canton),0,,
5,2026-09-18,7pm,Philo (Duncan Falls),West Muskingum (Zanesville),0,,
5,2026-09-18,7pm,Pickerington North (Pickerington),Olentangy Orange (Lewis Center),0,,
5,2026-09-18,7pm,Pleasant (Marion),Clear Fork (Bellville),0,,
5,2026-09-18,7pm,Plymouth (Plymouth),Sebring McKinley (Sebring),0,,
5,2026-09-18,7pm,Port Clinton (Port Clinton),Clyde (Clyde),0,,
5,2026-09-18,7pm,Portsmouth (Portsmouth),Dawson-Bryant (Coal Grove),0,,
5,2026-09-18,7pm,Preble Shawnee (Camden),Arcanum (Arcanum),0,,
5,2026-09-18,7pm,Purcell Marian (Cincinnati),New Richmond (New Richmond),0,,
5,2026-09-18,7pm,Reading (Reading),Madeira (Cincinnati),0,,
5,2026-09-18,7pm,Revere (Richfield),Copley (Copley),0,,
5,2026-09-18,7pm,Richmond Heights (Richmond Heights),Brush (Lyndhurst),0,,
5,2026-09-18,7pm,Ridgemont (Mt Victory),Ridgedale (Morral),0,,
5,2026-09-18,7pm,Rittman (Rittman),Chippewa (Doylestown),0,,
5,2026-09-18,7pm,River (Hannibal),Cameron (Cameron),0,,WV
5,2026-09-18,7pm,Riverdale (Mt Blanchard),McComb (McComb),0,,
5,2026-09-18,7pm,River View (Warsaw),Sheridan (Thornville),0,,
5,2026-09-18,7pm,Rocky River (Rocky River),Valley Forge (Parma Heights),0,,
5,2026-09-18,7pm,Roger Bacon (St Bernard),Bishop Ready (Columbus),0,,
5,2026-09-18,7pm,Rogers (Toledo),Lima Senior (Lima),0,,
5,2026-09-18,7pm,Rootstown (Rootstown),Chagrin Falls (Chagrin Falls),0,,
5,2026-09-18,7pm,St Bernard-Elmwood Place (St Bernard),Norwood (Norwood),0,,
5,2026-09-18,7pm,St Clairsville (St Clairsville),East Liverpool (East Liverpool),0,,
5,2026-09-18,7pm,St Francis de Sales (Toledo),Orchard Lake St Mary (Orchard Lake),0,,MI
5,2026-09-18,7pm,St Henry (St Henry),Parkway (Rockford),0,,
5,2026-09-18,7pm,St John's (Delphos),New Bremen (New Bremen),0,,
5,2026-09-18,7pm,St John's Jesuit (Toledo),Central Catholic (Toledo),0,,
5,2026-09-18,7pm,St Mary Central Catholic (Sandusky),Windham (Windham),0,,
5,2026-09-18,7pm,St Paul (Norwalk),Western Reserve (Collins),0,,
5,2026-09-18,7pm,Salem (Salem),Beaver Local (East Liverpool),0,,
5,2026-09-18,7pm,Shaker Heights (Shaker Heights),Brunswick (Brunswick),0,,
5,2026-09-18,7pm,Shawnee (Lima),Celina (Celina),0,,
5,2026-09-18,7pm,Shelby (Shelby),Highland (Marengo),0,,
5,2026-09-18,7pm,Solon (Solon),Stow-Munroe Falls (Stow),0,,
5,2026-09-18,7pm,South Central (Greenwich),Crestview (Ashland),0,,
5,2026-09-18,7pm,Southern (Salineville),East Palestine (East Palestine),0,,
5,2026-09-18,7pm,South Point (South Point),Rock Hill (Ironton),0,,
5,2026-09-18,7pm,Springfield (Holland),Whitmer (Toledo),0,,
5,2026-09-18,7pm,Springfield (New Middletown),Waterloo (Atwater),0,,
5,2026-09-18,7pm,Springfield (Springfield),Centerville (Centerville),0,,
5,2026-09-18,6pm,Start (Toledo),Waite (Toledo),0,,
5,2026-09-18,7pm,Stebbins (Riverside),Greenville (Greenville),0,,
5,2026-09-18,7pm,Steubenville (Steubenville),Indian Valley (Gnadenhutten),0,,
5,2026-09-18,7pm,Strasburg-Franklin (Strasburg),Shadyside (Shadyside),0,,
5,2026-09-18,7pm,Streetsboro (Streetsboro),Kent Roosevelt (Kent),0,,
5,2026-09-18,7pm,Strongsville (Strongsville),Euclid (Euclid),0,,
5,2026-09-18,7pm,Struthers (Struthers),South Range (Canfield),0,,
5,2026-09-18,7pm,Summit Country Day (Cincinnati),Miami Valley Christian Academy (Cincinnati),0,,
5,2026-09-18,7pm,Swanton (Swanton),Delta (Delta),0,,
5,2026-09-18,7pm,Sylvania Northview (Sylvania),Napoleon (Napoleon),0,,
5,2026-09-18,7pm,Sylvania Southview (Sylvania),Perrysburg (Perrysburg),0,,
5,2026-09-18,7pm,Tallmadge (Tallmadge),Norton (Norton),0,,
5,2026-09-18,7pm,Teays Valley (Ashville),Reynoldsburg (Reynoldsburg),0,,
5,2026-09-18,7pm,Tecumseh (New Carlisle),Benjamin Logan (Bellefontaine),0,,
5,2026-09-18,7pm,Tinora (Defiance),Hicksville (Hicksville),0,,
5,2026-09-18,7pm,Trimble (Glouster),Shenandoah (Sarahsville),0,,
5,2026-09-18,6:30pm,Trotwood-Madison (Trotwood),Taft (Cincinnati),0,,
5,2026-09-18,7pm,Turpin (Cincinnati),Loveland (Loveland),0,,
5,2026-09-18,7pm,Tuscarawas Central Catholic (New Philadelphia),Federal Hocking (Stewart),0,,
5,2026-09-18,7pm,Tuscarawas Valley (Zoarville),East Canton (East Canton),0,,
5,2026-09-18,7pm,Tuslaw (Massillon),Triway (Wooster),0,,
5,2026-09-18,7pm,Tri-County North (Lewisburg),Bradford (Bradford),0,,
5,2026-09-18,7pm,Unioto (Chillicothe),Westfall (Williamsport),0,,
5,2026-09-18,7pm,Upper Arlington (Upper Arlington),Marysville (Marysville),0,,
5,2026-09-18,7pm,Upper Sandusky (Upper Sandusky),Mohawk (Sycamore),0,,
5,2026-09-18,7pm,Upper Scioto Valley (McGuffey),Waynesfield-Goshen (Waynesfield),0,,
5,2026-09-18,7pm,Urbana (Urbana),North Union (Richwood),0,,
5,2026-09-18,7pm,Ursuline (Youngstown),Warren G Harding (Warren),0,,
5,2026-09-18,7pm,Valley (Lucasville),Wheelersburg (Wheelersburg),0,,
5,2026-09-18,7pm,Van Buren (Van Buren),Arcadia (Arcadia),0,,
5,2026-09-18,7pm,Vermilion (Vermilion),Sandusky (Sandusky),0,,
5,2026-09-18,7pm,Versailles (Versailles),Fort Recovery (Fort Recovery),0,,
5,2026-09-18,7pm,Vinton County (McArthur),Athens (The Plains),0,,
5,2026-09-18,7pm,Wadsworth (Wadsworth),North Royalton (North Royalton),0,,
5,2026-09-18,7pm,Walnut Hills (Cincinnati),Winton Woods (Cincinnati),0,,
5,2026-09-18,7pm,Wapakoneta (Wapakoneta),St Marys Memorial (St Marys),0,,
5,2026-09-18,7pm,Massillon Washington (Massillon),St Edward (Lakewood),0,,
5,2026-09-18,6:30pm,Washington (Washington Court House),Shroder (Cincinnati),0,,
5,2026-09-18,7pm,Wauseon (Wauseon),Patrick Henry (Hamler),0,,
5,2026-09-18,7pm,Waverly (Waverly),Portsmouth West (West Portsmouth),0,,
5,2026-09-18,7pm,Waynesville (Waynesville),Oakwood (Dayton),0,,
5,2026-09-18,7pm,Wayne Trace (Haviland),Paulding (Paulding),0,,
5,2026-09-18,7pm,Wellington (Wellington),Clearview (Lorain),0,,
5,2026-09-18,7pm,West Branch (Beloit),Marlington (Alliance),0,,
5,2026-09-18,7pm,West Carrollton (West Carrollton),Piqua (Piqua),0,,
5,2026-09-18,7pm,Western Brown (Mount Orab),Miami Trace (Washington Court House),0,,
5,2026-09-18,7pm,Western Hills (Cincinnati),North College Hill (Cincinnati),0,,
5,2026-09-18,7pm,Westerville North (Westerville),Delaware Hayes (Delaware),0,,
5,2026-09-18,7pm,West Holmes (Millersburg),Madison Comprehensive (Mansfield),0,,
5,2026-09-18,7pm,Wickliffe (Wickliffe),Beachwood (Beachwood),0,,
5,2026-09-18,7pm,Willard (Willard),Seneca East (Attica),0,,
5,2026-09-18,7pm,Williamsburg (Williamsburg),Hillsboro (Hillsboro),0,,
5,2026-09-18,7pm,Withrow (Cincinnati),Archbishop McNicholas (Cincinnati),0,,
5,2026-09-18,7pm,Woodmore (Elmore),Columbiana (Columbiana),0,,
5,2026-09-18,7pm,Woodridge (Peninsula),Ravenna (Ravenna),0,,
5,2026-09-18,7pm,Woodward (Cincinnati),Northwest (Cincinnati),0,,
5,2026-09-18,7pm,Wooster (Wooster),Lexington (Lexington),0,,
5,2026-09-18,7pm,Harvest Prep (Canal Winchester),Bishop Watterson (Columbus),0,,
5,2026-09-18,7pm,Wynford (Bucyrus),Hopewell-Loudon (Bascom),0,,
5,2026-09-18,7pm,Wyoming (Cincinnati),Taylor (Cleves),0,,
5,2026-09-18,7pm,Xenia (Xenia),Sidney (Sidney),0,,
5,2026-09-18,7pm,Zanesville (Zanesville),Utica (Utica),0,,
5,2026-09-18,7pm,Valley Christian School (Youngstown),Wellsville (Wellsville),0,,
5,2026-09-18,7pm,Zane Trace (Chillicothe),Adena (Frankfort),0,,
5,2026-09-18,7pm,KIPP Columbus (Columbus),Whitehall-Yearling (Whitehall),0,,
5,2026-09-18,7pm,Hedgesville,John Marshall (Glen Dale),0,WV,WV
5,2026-09-18,7pm,Madonna (Weirton),Conotton Valley (Bowerston),0,WV,
5,2026-09-18,7pm,Magnolia (New Martinsville),Bridgeport (Bridgeport),0,WV,
5,2026-09-18,7pm,Oak Glen (New Cumberland),Toronto (Toronto),0,WV,
5,2026-09-18,7pm,Point Pleasant (Point Pleasant),Ripley (Ripley),0,WV,WV
5,2026-09-18,7pm,Roane County (Spencer),Williamstown (Williamstown),0,WV,WV
5,2026-09-18,7pm,Tucker County (Hambleton),Clay-Battelle (Blacksville),0,WV,WV
5,2026-09-18,7pm,Valley (Wetzel) (Pine Grove),Frontier (New Matamoras),0,WV,
5,2026-09-18,7pm,Wahama (Mason),Webster County,0,WV,WV
5,2026-09-18,7pm,Wheeling Park (Wheeling),University (Morgantown),0,WV,WV
5,2026-09-18,,Winfield,Magoffin County,0,WV,KY
5,2026-09-18,7:30pm,Expression Prep Academy (Huntington),Fairview (Ashland),0,WV,KY
