week,date,time,away,home,neutral,away_state,home_state
4,2026-09-11,7pm,Marietta (Marietta),Watkins Memorial (Pataskala),0,,
4,2026-09-11,7pm,Marion Local (Maria Stein),Versailles (Versailles),0,,
4,2026-09-11,7pm,Marion-Franklin (Columbus),Independence (Columbus),0,,
4,2026-09-11,7pm,Martins Ferry (Martins Ferry),Edison (Richmond),0,,
4,2026-09-11,7pm,Marysville (Marysville),Hilliard Bradley (Hilliard),0,,
4,2026-09-11,7pm,Mason (Mason),Lakota East (Liberty Township),0,,
4,2026-09-11,7pm,Maumee (Maumee),Lake (Millbury),0,,
4,2026-09-11,7pm,McClain (Greenfield),East Clinton (Sabina),0,,
4,2026-09-11,7pm,McDonald (McDonald),Campbell Memorial (Campbell),0,,
4,2026-09-11,7pm,Niles McKinley (Niles),Hubbard (Hubbard),0,,
4,2026-09-11,7pm,Sebring McKinley (Sebring),Chalker (Southington),0,,
4,2026-09-11,7pm,Archbishop McNicholas (Cincinnati),Roger Bacon (St Bernard),0,,
4,2026-09-11,7pm,Meadowdale (Dayton),North College Hill (Cincinnati),0,,
4,2026-09-11,7pm,Meigs (Pomeroy),Vinton County (McArthur),0,,
4,2026-09-11,7pm,St Marys Memorial (St Marys),Defiance (Defiance),0,,
4,2026-09-11,7pm,Miami East (Casstown),Covington (Covington),0,,
4,2026-09-11,7pm,Miamisburg (Miamisburg),Springfield (Springfield),0,,
4,2026-09-11,6:30pm,Miami Valley Christian Academy (Cincinnati),Western Hills (Cincinnati),0,,
4,2026-09-11,7pm,Midview (Grafton),Avon Lake (Avon Lake),0,,
4,2026-09-11,7pm,Minerva (Minerva),Marlington (Alliance),0,,
4,2026-09-11,7pm,Mohawk (Sycamore),Bucyrus (Bucyrus),0,,
4,2026-09-11,7pm,Monroe (Monroe),Ponitz Tech (Dayton),0,,
4,2026-09-11,7pm,Morgan (McConnelsville),West Muskingum (Zanesville),0,,
4,2026-09-11,7pm,Mount Vernon (Mount Vernon),Johnstown (Johnstown),0,,
4,2026-09-11,7pm,National Trail (New Paris),Mississinawa Valley (Union City),0,,
4,2026-09-11,7pm,Nelsonville-York (Nelsonville),River Valley (Bidwell),0,,
4,2026-09-11,7pm,New Albany (New Albany),Upper Arlington (Upper Arlington),0,,
4,2026-09-11,7pm,Newark (Newark),Groveport Madison (Groveport),0,,
4,2026-09-11,7pm,Newark Catholic (Newark),Worthington Christian (Worthington),0,,
4,2026-09-11,7pm,New Bremen (New Bremen),Coldwater (Coldwater),0,,
4,2026-09-11,7pm,Newcomerstown (Newcomerstown),Utica (Utica),0,,
4,2026-09-11,7:30pm,New Philadelphia (New Philadelphia),Ashland (Ashland),0,,
4,2026-09-11,7pm,New Richmond (New Richmond),Cincinnati Hills Christian Academy (Cincinnati),0,,
4,2026-09-11,7pm,Nordonia (Macedonia),Highland (Medina),0,,
4,2026-09-11,7pm,North Baltimore (North Baltimore),Perry (Lima),0,,
4,2026-09-11,7pm,Northmont (Clayton),Beavercreek (Beavercreek),0,,
4,2026-09-11,7pm,Northridge (Johnstown),Lakota (Kansas),0,,
4,2026-09-11,7pm,North Ridgeville (North Ridgeville),Avon (Avon),0,,
4,2026-09-11,7pm,North Royalton (North Royalton),Hudson (Hudson),0,,
4,2026-09-11,7pm,North Union (Richwood),Jonathan Alder (Plain City),0,,
4,2026-09-11,7pm,Norton (Norton),Streetsboro (Streetsboro),0,,
4,2026-09-11,7pm,Northwest (Canal Fulton),Triway (Wooster),0,,
4,2026-09-11,7pm,Northwest (Cincinnati),Archbishop Carroll (Dayton),0,,
4,2026-09-11,7pm,Northwestern (Springfield),Tecumseh (New Carlisle),0,,
4,2026-09-11,7pm,Northwood (Northwood),Edison (Milan),0,,
4,2026-09-11,7pm,Norwayne (Creston),Rittman (Rittman),0,,
4,2026-09-11,7pm,Norwood (Norwood),Summit Country Day (Cincinnati),0,,
4,2026-09-11,7pm,Notre Dame-Cathedral Latin (Chardon),Benedictine (Cleveland),0,,
4,2026-09-11,7pm,Oak Harbor (Oak Harbor),Fostoria (Fostoria),0,,
4,2026-09-11,7pm,Oak Hill (Oak Hill),Minford (Minford),0,,
4,2026-09-11,7pm,Oak Hills (Cincinnati),Middletown (Middletown),0,,
4,2026-09-11,7pm,Oakwood (Dayton),Eaton (Eaton),0,,
4,2026-09-11,7pm,Olentangy Liberty (Powell),Olentangy Berlin (Delaware),0,,
4,2026-09-11,7pm,Olmsted Falls (Olmsted Falls),Elyria (Elyria),0,,
4,2026-09-11,7pm,Olentangy Orange (Lewis Center),Gahanna Lincoln (Gahanna),0,,
4,2026-09-11,7pm,Otsego (Tontogany),Genoa Area (Genoa),0,,
4,2026-09-11,7pm,Ottawa-Glandorf (Ottawa),Wapakoneta (Wapakoneta),0,,
4,2026-09-11,7pm,Padua Franciscan (Parma),Sandusky (Sandusky),0,,
4,2026-09-11,7pm,Parkway (Rockford),Minster (Minster),0,,
4,2026-09-11,7pm,Patrick Henry (Hamler),Bryan (Bryan),0,,
4,2026-09-11,7pm,Paulding (Paulding),Antwerp (Antwerp),0,,
4,2026-09-11,7pm,Perry (Perry),Jefferson Area (Jefferson),0,,
4,2026-09-11,7pm,Pickerington Central (Pickerington),Logan (Logan),0,,
4,2026-09-11,7pm,Poland Seminary (Poland),Canfield (Canfield),0,,
4,2026-09-11,7pm,Port Clinton (Port Clinton),Ottawa Hills (Toledo),0,,
4,2026-09-11,7pm,Pymatuning Valley (Andover),Mathews (Vienna),0,,
4,2026-09-11,7pm,Reynoldsburg (Reynoldsburg),Canal Winchester (Canal Winchester),0,,
4,2026-09-11,5pm,Richmond Heights (Richmond Heights),Shaw (East Cleveland),0,,
4,2026-09-11,7pm,Ridgewood (West Lafayette),Wheeling Central Catholic (Wheeling),0,,WV
4,2026-09-11,7pm,Riverdale (Mt Blanchard),Pandora-Gilboa (Pandora),0,,
4,2026-09-11,7pm,Riverside (De Graff),Milton-Union (West Milton),0,,
4,2026-09-11,7pm,River Valley (Caledonia),Pleasant (Marion),0,,
4,2026-09-11,7pm,Kent Roosevelt (Kent),Tallmadge (Tallmadge),0,,
4,2026-09-11,7pm,Ross (Hamilton),Wilmington (Wilmington),0,,
4,2026-09-11,7pm,St Clairsville (St Clairsville),Linsly (Wheeling),0,,WV
4,2026-09-11,7pm,St Francis DeSales (Columbus),Villa Angela-St Joseph (Cleveland),0,,
4,2026-09-11,7pm,St Henry (St Henry),Anna (Anna),0,,
4,2026-09-11,7pm,St Ignatius (Cleveland),Walsh Jesuit (Cuyahoga Falls),0,,
4,2026-09-11,7pm,St John School (Ashtabula),Crestline (Crestline),0,,
4,2026-09-11,7pm,St John's Jesuit (Toledo),Orchard Lake St Mary (Orchard Lake),0,,MI
4,2026-09-11,7pm,St Paul (Norwalk),Keystone (La Grange),0,,
4,2026-09-11,7pm,St Xavier (Cincinnati),Westerville North (Westerville),0,,
4,2026-09-11,7pm,Sandy Valley (Magnolia),East Canton (East Canton),0,,
4,2026-09-11,7pm,Seneca East (Attica),Hopewell-Loudon (Bascom),0,,
4,2026-09-11,7pm,Shadyside (Shadyside),Frontier (New Matamoras),0,,
4,2026-09-11,7pm,Shawnee (Springfield),Kenton Ridge (Springfield),0,,
4,2026-09-11,7pm,Shelby (Shelby),Galion (Galion),0,,
4,2026-09-11,7pm,Shenandoah (Sarahsville),Buckeye Trail (Lore City),0,,
4,2026-09-11,7pm,Sheridan (Thornville),Maysville (Zanesville),0,,
4,2026-09-11,7pm,Shroder (Cincinnati),Clermont Northeastern (Batavia),0,,
4,2026-09-11,7pm,Sidney (Sidney),Butler (Vandalia),0,,
4,2026-09-11,7pm,South (Columbus),Walnut Ridge (Columbus),0,,
4,2026-09-11,7pm,South Central (Greenwich),Monroeville (Monroeville),0,,
4,2026-09-11,7pm,Southeast (Ravenna),Newton Falls (Newton Falls),0,,
4,2026-09-11,7pm,Southeastern (Chillicothe),Unioto (Chillicothe),0,,
4,2026-09-11,7pm,Southeastern Local (South Charleston),Northeastern (South Vienna),0,,
4,2026-09-11,7pm,South Gallia (Crown City),Wahama (Mason),0,,WV
4,2026-09-11,7pm,Southern (Racine),Green (Franklin Furnace),0,,
4,2026-09-11,7pm,Springfield (Akron),Ravenna (Ravenna),0,,
4,2026-09-11,7pm,Springfield (Holland),Perrysburg (Perrysburg),0,,
4,2026-09-11,7pm,Springfield (New Middletown),Mineral Ridge (Mineral Ridge),0,,
4,2026-09-11,7pm,Stebbins (Riverside),Tippecanoe (Tipp City),0,,
4,2026-09-11,7pm,Amherst Steele (Amherst),Berea-Midpark (Berea),0,,
4,2026-09-11,7pm,Steubenville (Steubenville),Cardinal Mooney (Youngstown),0,,
4,2026-09-11,7pm,Stow-Munroe Falls (Stow),Medina (Medina),0,,
4,2026-09-11,7pm,Swanton (Swanton),Liberty Center (Liberty Center),0,,
4,2026-09-11,7pm,Sycamore (Cincinnati),Princeton (Cincinnati),0,,
4,2026-09-11,7pm,Sylvania Northview (Sylvania),Bowling Green (Bowling Green),0,,
4,2026-09-11,7pm,Sylvania Southview (Sylvania),Findlay (Findlay),0,,
4,2026-09-11,7pm,Symmes Valley (Willow Wood),South Point (South Point),0,,
4,2026-09-11,7pm,Taft (Cincinnati),Mount Healthy (Cincinnati),0,,
4,2026-09-11,7pm,Talawanda (Oxford),Franklin (Franklin),0,,
4,2026-09-11,7pm,Taylor (Cleves),Mariemont (Cincinnati),0,,
4,2026-09-11,7pm,Triad (North Lewisburg),Greenon (Enon),0,,
4,2026-09-11,7pm,Trinity (Garfield Heights),Wickliffe (Wickliffe),0,,
4,2026-09-11,7pm,Tri-Valley (Dresden),Philo (Duncan Falls),0,,
4,2026-09-11,7pm,Troy (Troy),Piqua (Piqua),0,,
4,2026-09-11,7pm,Troy Christian (Troy),Bethel (Tipp City),0,,
4,2026-09-11,7pm,Tuscarawas Valley (Zoarville),Fairless (Brewster),0,,
4,2026-09-11,7pm,Tuslaw (Massillon),Orrville (Orrville),0,,
4,2026-09-11,7pm,Tri-County North (Lewisburg),Ansonia (Ansonia),0,,
4,2026-09-11,7pm,Twin Valley South (West Alexandria),Tri-Village (New Madison),0,,
4,2026-09-11,7pm,Upper Sandusky (Upper Sandusky),Carey (Carey),0,,
4,2026-09-11,7pm,Upper Scioto Valley (McGuffey),Ridgemont (Mt Victory),0,,
4,2026-09-11,7pm,Ursuline (Youngstown),Youngstown (Youngstown),0,,
4,2026-09-11,7pm,Valley Forge (Parma Heights),North Olmsted (North Olmsted),0,,
4,2026-09-11,7pm,Van Buren (Van Buren),Ada (Ada),0,,
4,2026-09-11,7pm,Van Wert (Van Wert),Celina (Celina),0,,
4,2026-09-11,6pm,Waite (Toledo),Rogers (Toledo),0,,
4,2026-09-11,7pm,Walnut Hills (Cincinnati),Little Miami (Morrow),0,,
4,2026-09-11,7pm,Warren (Vincent),Hillsboro (Hillsboro),0,,
4,2026-09-11,7pm,Waterford (Waterford),Fort Frye (Beverly),0,,
4,2026-09-11,7pm,Waverly (Waverly),Valley (Lucasville),0,,
4,2026-09-11,7pm,Wayne (Huber Heights),Springboro (Springboro),0,,
4,2026-09-11,7pm,Waynedale (Apple Creek),Smithville (Smithville),0,,
4,2026-09-11,7pm,Wellston (Wellston),Trimble (Glouster),0,,
4,2026-09-11,7pm,Wellsville (Wellsville),Southern (Salineville),0,,
4,2026-09-11,7pm,West (Columbus),Eastmoor Academy (Columbus),0,,
4,2026-09-11,7:30pm,Western Brown (Mount Orab),Jackson (Jackson),0,,
4,2026-09-11,7pm,Western Reserve (Berlin Center),Waterloo (Atwater),0,,
4,2026-09-11,7pm,Western Reserve (Collins),Mapleton (Ashland),0,,
4,2026-09-11,7pm,Westerville Central (Westerville),Dublin Jerome (Dublin),0,,
4,2026-09-11,7pm,Westerville South (Westerville),Dublin Scioto (Dublin),0,,
4,2026-09-11,7pm,Westfall (Williamsport),Piketon (Piketon),0,,
4,2026-09-11,7pm,West Clermont (Cincinnati),Kings (Kings Mills),0,,
4,2026-09-11,7pm,West Jefferson (West Jefferson),Cedarville (Cedarville),0,,
4,2026-09-11,7pm,Westlake (Westlake),Normandy (Parma),0,,
4,2026-09-11,7pm,West Liberty-Salem (West Liberty),Catholic Central (Springfield),0,,
4,2026-09-11,7pm,Wheelersburg (Wheelersburg),Northwest (McDermott),0,,
4,2026-09-11,7pm,Whitehall-Yearling (Whitehall),Northland (Columbus),0,,
4,2026-09-11,7pm,Williamsburg (Williamsburg),Portsmouth West (West Portsmouth),0,,
4,2026-09-11,6pm,Windham (Windham),Holgate (Holgate),0,,
4,2026-09-11,7pm,Winton Woods (Cincinnati),Turpin (Cincinnati),0,,
4,2026-09-11,7pm,Withrow (Cincinnati),Harrison (Harrison),0,,
4,2026-09-11,6pm,Woodward (Toledo),Bowsher (Toledo),0,,
4,2026-09-11,7pm,Harvest Prep (Canal Winchester),Perkins (Sandusky),0,,
4,2026-09-11,7pm,Thomas Worthington (Worthington),Grove City (Grove City),0,,
4,2026-09-11,7pm,Worthington Kilbourne (Columbus),Westland (Galloway),0,,
4,2026-09-11,7pm,Wyoming (Cincinnati),Indian Hill (Cincinnati),0,,
4,2026-09-11,7pm,Xenia (Xenia),West Carrollton (West Carrollton),0,,
4,2026-09-11,7pm,Zanesville (Zanesville),Garaway (Sugarcreek),0,,
4,2026-09-11,7pm,Valley Christian School (Youngstown),John F Kennedy (Warren),0,,
4,2026-09-11,7pm,Chapmanville,Point Pleasant (Point Pleasant),0,WV,WV
4,2026-09-11,7pm,Clay-Battelle (Blacksville),Valley (Wetzel) (Pine Grove),0,WV,WV
4,2026-09-11,7pm,John Marshall (Glen Dale),Bellaire (Bellaire),0,WV,
4,2026-09-11,7pm,Madonna (Weirton),Southern Garrett (Oakland),0,WV,MD
4,2026-09-11,7pm,Magnolia (New Martinsville),River (Hannibal),0,WV,
4,2026-09-11,7pm,Oak Glen (New Cumberland),South Harrison (Lost Creek),0,WV,WV
4,2026-09-11,7pm,Weir (Weirton),Indian Creek (Wintersville),0,WV,
4,2026-09-11,7pm,Wheeling Park (Wheeling),Musselman,0,WV,WV
4,2026-09-11,8pm,Ashland Blazer (Ashland),East Jessamine,0,KY,KY
4,2026-09-11,7pm,Beechwood (Fort Mitchell),Simon Kenton (Independence),0,KY,KY
4,2026-09-11,7:30pm,Belfry (Belfry),Russell County,0,KY,KY
4,2026-09-11,7pm,Boyle County (Danville),Highlands (Fort Thomas),0,KY,KY
4,2026-09-11,7pm,Conner (Hebron),Newport Central Catholic,0,KY,KY
4,2026-09-11,7pm,Covington Catholic (Park Hills),Dixie Heights (Edgewood),0,KY,KY
4,2026-09-11,7:30pm,Greenup County (Greenup),East Carter,0,KY,KY
4,2026-09-11,7:30pm,Holy Cross (Covington),Holmes (Covington),0,KY,KY
4,2026-09-11,7:30pm,Johnson Central,Pikeville (Pikeville),0,KY,KY
4,2026-09-11,7:30pm,Lewis County (Vanceburg),Berea,0,KY,KY
4,2026-09-11,6:30pm,Lloyd Memorial (Erlanger),Aiken (Cincinnati),0,KY,
4,2026-09-11,7:30pm,Mason County,Boyd County (Ashland),0,KY,KY
4,2026-09-11,7:30pm,Morgan County (West Liberty),Fairview (Ashland),0,KY,KY
4,2026-09-11,7:30pm,Pulaski County,Corbin (Corbin),0,KY,KY
4,2026-09-11,7:30pm,Raceland (Raceland),Mercer County,0,KY,KY
4,2026-09-11,7:30pm,Russell (Russell),Paintsville (Paintsville),0,KY,KY
4,2026-09-11,7pm,Cooper (Union),Campbell County (Alexandria),0,KY,KY
4,2026-09-11,7pm,Detroit Country Day,Dearborn Divine Child (Dearborn),0,MI,MI
4,2026-09-11,7pm,Brother Rice (Bloomfield Hills),Warren De La Salle (Warren),0,MI,MI
4,2026-09-11,7pm,Burr Oak,North Adams-Jerome (North Adams),0,MI,MI
4,2026-09-11,7pm,Climax-Scotts,Adrian Lenawee Christian (Adrian),0,MI,MI
4,2026-09-11,5pm,Detroit King (Detroit),Detroit Renaissance,0,MI,MI
4,2026-09-11,7pm,Erie Mason (Erie),Montpelier (Montpelier),0,MI,
4,2026-09-11,7pm,Ottawa Lake Whiteford (Ottawa Lake),Hilltop (West Unity),0,MI,
4,2026-09-11,7pm,Portage Central (Portage),Portage Northern,0,MI,MI
4,2026-09-11,7pm,River Rouge (River Rouge),Muskegon (Muskegon),0,MI,MI
4,2026-09-11,7pm,Sand Creek (Sand Creek),North Central (Pioneer),0,MI,
4,2026-09-11,7pm,Bedford (Temperance),Clyde (Clyde),0,MI,
4,2026-09-11,7pm,Traverse City St Francis,Lumen Christi (Jackson),0,MI,MI
4,2026-09-11,7pm,Waldron (Waldron),Camden-Frontier (Camden),0,MI,MI
4,2026-09-11,7pm,Berlin Brothers Valley,Everett (Everett),0,PA,PA
4,2026-09-11,7pm,Butler (Butler),Meadville,0,PA,PA
4,2026-09-11,7pm,Baldwin,Brashear (Pittsburgh),0,PA,PA
4,2026-09-11,7pm,Pine-Richland (Gibsonia),Central Catholic (Pittsburgh),0,PA,PA
4,2026-09-11,7pm,Jeannette (Jeannette),New Brighton,0,PA,PA
4,2026-09-11,7pm,Western Beaver (Industry),Steel Valley,0,PA,PA
4,2026-09-11,7pm,Farrell (Farrell),Reynolds (Greenville),0,PA,PA
4,2026-09-11,6pm,Cathedral Prep (Erie),Erie (Erie),0,PA,PA
4,2026-09-11,6pm,Simon Gratz,Friendship Collegiate (Washington),0,PA,DC
4,2026-09-11,7pm,Roman Catholic (Philadelphia),DeMatha Catholic (Hyattsville),0,PA,MD
4,2026-09-11,7pm,Carroll (Fort Wayne),Bishop Dwenger (Fort Wayne),0,IN,IN
4,2026-09-11,7:30pm,Franklin County (Brookville),East Central (St Leon),0,IN,IN
4,2026-09-11,7pm,Greensburg,Lawrenceburg (Lawrenceburg),0,IN,IN
4,2026-09-11,7pm,Hamilton Heights (Arcadia),Tipton,0,IN,IN
4,2026-09-11,7pm,Cardinal Ritter (Indianapolis),Anderson,0,IN,IN
4,2026-09-11,7pm,Cathedral (Indianapolis),Bishop Chatard (Indianapolis),0,IN,IN
4,2026-09-11,7pm,Muncie Central,Bloomington South (Bloomington),0,IN,IN
4,2026-09-11,7pm,South Dearborn (Aurora),Richmond (Richmond),0,IN,IN
4,2026-09-11,7:30pm,Southport (Indianapolis),Terre Haute North Vigo,0,IN,IN
4,2026-09-11,7pm,Phalen Academy,Blackhawk Christian (Fort Wayne),0,IN,IN
4,2026-09-11,7pm,Noblesville Lions (club) (Noblesville),Purdue Poly - Englewood (Indianapolis),0,IN,IN
4,2026-09-11,7:30pm,Baylor (Chattanooga),Trinity (Louisville),0,TN,KY
4,2026-09-11,7pm,Christ Presbyterian Academy (Nashville),Archbishop Moeller (Cincinnati),0,TN,
4,2026-09-11,8pm,Grace Baptist Academy,Middle Tennessee Christian School (Murfreesboro),0,TN,TN
4,2026-09-11,8pm,Oakland (Murfreesboro),Pearl Cohn,0,TN,TN
4,2026-09-11,7pm,Tri-Cities Christian Academy (Kingsport),Bland County (Rocky Gap),0,TN,VA
4,2026-09-11,,Loudoun Sports Academy (Leesburg),Rabun Gap - Nacoochee (Rabun Gap),0,VA,GA
4,2026-09-11,,Saint Frances Academy (Baltimore),Bryant (Bryant),0,MD,AR
4,2026-09-11,7pm,Archbishop Spalding (Severn),Good Counsel (Wheaton),0,MD,MD
4,2026-09-11,4pm,Hewlett Sports Academy (Waldorf),The Hun School (Princeton),0,MD,NJ
4,2026-09-11,6pm,Coolidge (Washington),Mergenthaler (Baltimore),1,DC,MD
4,2026-09-11,6:30pm,Eastern (Washington),Gonzaga (Washington),0,DC,DC
4,2026-09-11,7pm,Bell (CHEC) (Washington),Riverdale Baptist (Upper Marlboro),0,DC,MD
4,2026-09-11,6pm,Digital Pioneers Academy (Washington),Roosevelt (Washington),0,DC,DC
4,2026-09-11,7pm,Canisius (Buffalo),Massillon Washington (Massillon),0,NY,
4,2026-09-11,7pm,St Francis (Hamburg),Christian Brothers Academy - Syracuse (Syracuse),0,NY,NY
4,2026-09-11,,Liverpool,University Prep (Rochester),0,NY,NY
4,2026-09-11,7pm,Health Sciences (Buffalo),Jamestown (Jamestown),0,NY,NY
4,2026-09-11,6pm,Eagle Academy for Young Men II (Brooklyn),La Salle Academy (Providence),0,NY,RI
4,2026-09-11,7pm,St Peter's Prep,Long Island St Anthony's (South Huntington),0,NJ,NY
4,2026-09-11,7pm,Middletown (Middletown),Cardinal Hayes (Bronx),0,DE,NY
4,2026-09-11,,Cornerstone Christian (San Antonio),Parish Episcopal (Dallas),0,TX,TX
4,2026-09-11,7pm,Cardinal Ritter (St Louis),Knoxville Catholic,0,MO,TN
4,2026-09-11,7:15pm,St Andrew's College (Aurora),Muskegon Mona Shores (Muskegon),0,ON,MI
4,2026-09-11,7pm,Holy Names (Windsor),Novi Detroit Catholic Central (Novi),0,ON,MI
4,2026-09-11,7pm,St Thomas More (Hamilton),Grand Rapids Catholic Central,0,ON,MI
4,2026-09-11,5pm,Huron Heights (Newmarket),Zeeland West (Zeeland),0,ON,MI
4,2026-09-11,8pm,Milton (Milton),Battle Ground Academy (Franklin),0,GA,TN
4,2026-09-12,2pm,Cuyahoga Valley Christian Academy (Cuyahoga Falls),Garfield (Akron),0,,
4,2026-09-12,4pm,Danbury (Lakeside),Kennedy Catholic (Hermitage),0,,PA
4,2026-09-12,6pm,Fort Loramie (Fort Loramie),Jefferson (Delphos),0,,
4,2026-09-12,7pm,Gilmour Academy (Gates Mills),Lake Catholic (Mentor),0,,
4,2026-09-12,1pm,Lutheran East (Cleveland Heights),Buchtel (Akron),0,,
4,2026-09-12,6pm,Millersport (Millersport),Tuscarawas Central Catholic (New Philadelphia),0,,
4,2026-09-12,7pm,Plymouth (Plymouth),St Joseph Central Catholic (Fremont),0,,
4,2026-09-12,5pm,St Mary Central Catholic (Sandusky),Stryker (Stryker),0,,
4,2026-09-12,12pm,Warrensville Heights (Warrensville Heights),Cleveland Central Catholic (Cleveland),0,,
4,2026-09-12,1pm,Clark Montessori (Cincinnati),Gamble Montessori (Cincinnati),0,,
4,2026-09-12,1:30pm,Columbus Crusaders (club) (Columbus),Washtenaw Saints (club),0,,MI
4,2026-09-12,2pm,Landmark Eagles (club) (Cincinnati),Osceola Grace (club) (Elkhart),0,,IN
4,2026-09-12,7pm,West Union (club) (West Union),North Adams (club) (Seaman),0,,
4,2026-09-12,6pm,Foxfire (Zanesville),C4 Lions (club) (Middletown),0,,
4,2026-09-12,1pm,McDowell (Erie),Garfield Heights (Garfield Heights),0,PA,
4,2026-09-12,1pm,Kiski Prep (Saltsburg),St James (Hagerstown),0,PA,MD
4,2026-09-12,1pm,Saint Joseph's Prep (Philadelphia),Bergen Catholic (Oradell),0,PA,NJ
4,2026-09-12,7pm,Malvern Prep (Malvern),Imhotep Charter (Philadelphia),0,PA,PA
4,2026-09-12,,Union (Dugger),Greenwood Christian,0,IN,IN
4,2026-09-12,12pm,St Joseph's Collegiate (Buffalo),John Carroll School (Bel Air),0,NY,MD
4,2026-09-12,2pm,Lewis J Bennett (Buffalo),St John's College (Washington),0,NY,DC
4,2026-09-12,7:30pm,Holy Cross (Flushing),St Francis Prep (Fresh Meadows),0,NY,NY
4,2026-09-12,1pm,St Joseph by-the-Sea (Staten Island),Long Island Lutheran (Brookville),0,NY,NY
4,2026-09-12,1:30pm,Paramus Catholic (Paramus),Iona Prep (New Rochelle),0,NJ,NY
4,2026-09-12,1pm,DePaul Catholic (Wayne),Monsignor Farrell (Staten Island),0,NJ,NY
4,2026-09-12,12pm,Audubon (Audubon),Salem (Salem),0,NJ,NJ
4,2026-09-12,7pm,California School f/t Deaf (Riverside),Indiana School for the Deaf,0,CA,IN
4,2026-09-14,5pm,Huron Heights (Newmarket),Maple Ridge (Barrie),0,ON,ON
5,2026-09-17,7pm,Beechcroft (Columbus),Linden McKinley (Columbus),0,,
5,2026-09-17,7pm,Centennial (Columbus),Mifflin (Columbus),0,,
5,2026-09-17,6:30pm,East Clinton (Sabina),Gamble Montessori (Cincinnati),0,,
5,2026-09-17,7pm,Eastmoor Academy (Columbus),Briggs (Columbus),0,,
5,2026-09-17,7pm,Fairport Harding (Fairport Harbor),Brooklyn (Brooklyn),0,,
5,2026-09-17,7pm,Independence (Columbus),South (Columbus),0,,
5,2026-09-17,6pm,Jefferson Township (Dayton),Foxfire (Zanesville),0,,
5,2026-09-17,7pm,John F Kennedy (Warren),Grand Valley (Orwell),0,,
5,2026-09-17,7pm,Marion-Franklin (Columbus),Walnut Ridge (Columbus),0,,
5,2026-09-17,7pm,Monroe Central (Woodsfield),Barnesville (Barnesville),0,,
5,2026-09-17,7pm,West (Columbus),Africentric Early College (Columbus),0,,
5,2026-09-17,6pm,Woodward (Toledo),Scott (Toledo),0,,
5,2026-09-17,6pm,Stivers (Dayton),Thurgood Marshall (Dayton),0,,
5,2026-09-17,7pm,Ritchie County (Ellenboro),St Marys (St Marys),0,WV,WV
5,2026-09-17,7pm,Wheeling Central Catholic (Wheeling),Union Local (Belmont),0,WV,
5,2026-09-17,5pm,Detroit Henry Ford,Detroit King (Detroit),0,MI,MI
5,2026-09-17,7pm,Brashear (Pittsburgh),Perry Traditional Academy (Pittsburgh),0,PA,PA
5,2026-09-17,7pm,Erie (Erie),McDowell (Erie),0,PA,PA
5,2026-09-17,,Imani Christian Academy (Pittsburgh),McKeesport (McKeesport),0,PA,PA
5,2026-09-17,,Siegel (Murfreesboro),Oakland (Murfreesboro),0,TN,TN
5,2026-09-17,,Lake Travis (Austin),Cornerstone Christian (San Antonio),0,TX,TX
5,2026-09-17,7pm,SouthLake/Davidson (co-op),Tri-Cities Christian Academy (Kingsport),0,NC,TN
5,2026-09-18,7pm,Ada (Ada),Perry (Lima),0,,
5,2026-09-18,7pm,Alexander (Albany),Wellston (Wellston),0,,
5,2026-09-18,7pm,Alliance (Alliance),Minerva (Minerva),0,,
5,2026-09-18,7pm,Amanda-Clearcreek (Amanda),Hamilton Township (Columbus),0,,
5,2026-09-18,7pm,Anna (Anna),Marion Local (Maria Stein),0,,
5,2026-09-18,7pm,Ansonia (Ansonia),Tri-Village (New Madison),0,,
5,2026-09-18,7pm,Anthony Wayne (Whitehouse),Bowling Green (Bowling Green),0,,
5,2026-09-18,7pm,Antwerp (Antwerp),Edgerton (Edgerton),0,,
5,2026-09-18,7pm,Archbishop Alter (Kettering),Bellbrook (Bellbrook),0,,
5,2026-09-18,7pm,Archbold (Archbold),Evergreen (Metamora),0,,
5,2026-09-18,7pm,Arlington (Arlington),Elmwood (Bloomdale),0,,
5,2026-09-18,7:30pm,Ashland (Ashland),Dover (Dover),0,,
5,2026-09-18,7pm,Avon (Avon),Olmsted Falls (Olmsted Falls),0,,
5,2026-09-18,7pm,Avon Lake (Avon Lake),Amherst Steele (Amherst),0,,
5,2026-09-18,7pm,Ayersville (Defiance),Fairview (Sherwood),0,,
5,2026-09-18,7pm,Barberton (Barberton),Mayfield (Mayfield),0,,
5,2026-09-18,7pm,Beavercreek (Beavercreek),Miamisburg (Miamisburg),0,,
5,2026-09-18,7pm,Bellaire (Bellaire),Cambridge (Cambridge),0,,
5,2026-09-18,7pm,Bellefontaine (Bellefontaine),Indian Lake (Lewistown),0,,
5,2026-09-18,7pm,Belpre (Belpre),Green (Franklin Furnace),0,,
5,2026-09-18,7pm,Benedictine (Cleveland),Lake Catholic (Mentor),0,,
5,2026-09-18,7pm,Berea-Midpark (Berea),Midview (Grafton),0,,
5,2026-09-18,7pm,Bethel (Tipp City),Miami East (Casstown),0,,
5,2026-09-18,7pm,Bethel-Tate (Bethel),Batavia (Batavia),0,,
5,2026-09-18,7pm,Bexley (Columbus),Whetstone (Columbus),0,,
5,2026-09-18,7pm,Big Walnut (Sunbury),Westerville South (Westerville),0,,
