week,date,away,away_score,home,home_score,neutral,away_state,home_state
4,2026-09-11,Phalen Academy,24,Blackhawk Christian (Fort Wayne),42,0,IN,IN
4,2026-09-11,Baylor (Chattanooga),35,Trinity (Louisville),27,0,TN,KY
4,2026-09-11,Christ Presbyterian Academy (Nashville),14,Archbishop Moeller (Cincinnati),42,0,TN,
4,2026-09-11,Grace Baptist Academy,7,Middle Tennessee Christian School (Murfreesboro),55,0,TN,TN
4,2026-09-11,Oakland (Murfreesboro),29,Pearl Cohn,28,0,TN,TN
4,2026-09-11,Tri-Cities Christian Academy (Kingsport),44,Bland County (Rocky Gap),6,0,TN,VA
4,2026-09-11,Loudoun Sports Academy (Leesburg),8,Rabun Gap - Nacoochee (Rabun Gap),35,0,VA,GA
4,2026-09-11,Saint Frances Academy (Baltimore),40,Bryant (Bryant),7,0,MD,AR
4,2026-09-11,Archbishop Spalding (Severn),45,Good Counsel (Wheaton),21,0,MD,MD
4,2026-09-11,Hewlett Sports Academy (Waldorf),0,The Hun School (Princeton),69,0,MD,NJ
4,2026-09-11,Coolidge (Washington),0,Mergenthaler (Baltimore),6,1,DC,MD
4,2026-09-11,Eastern (Washington),0,Gonzaga (Washington),18,0,DC,DC
4,2026-09-11,Bell (CHEC) (Washington),14,Riverdale Baptist (Upper Marlboro),49,0,DC,MD
4,2026-09-11,Digital Pioneers Academy (Washington),28,Roosevelt (Washington),29,0,DC,DC
4,2026-09-11,Canisius (Buffalo),0,Massillon Washington (Massillon),42,0,NY,
4,2026-09-11,St Francis (Hamburg),34,Christian Brothers Academy - Syracuse (Syracuse),19,0,NY,NY
4,2026-09-11,Liverpool,38,University Prep (Rochester),24,0,NY,NY
4,2026-09-11,Health Sciences (Buffalo),46,Jamestown (Jamestown),21,0,NY,NY
4,2026-09-11,St Peter's Prep,45,Long Island St Anthony's (South Huntington),24,0,NJ,NY
4,2026-09-11,Middletown (Middletown),28,Cardinal Hayes (Bronx),30,0,DE,NY
4,2026-09-11,Cardinal Ritter (St Louis),22,Knoxville Catholic,28,0,MO,TN
4,2026-09-11,St Andrew's College (Aurora),14,Muskegon Mona Shores (Muskegon),49,0,ON,MI
4,2026-09-11,Holy Names (Windsor),14,Novi Detroit Catholic Central (Novi),56,0,ON,MI
4,2026-09-11,St Thomas More (Hamilton),14,Grand Rapids Catholic Central,45,0,ON,MI
4,2026-09-11,Huron Heights (Newmarket),0,Zeeland West (Zeeland),24,0,ON,MI
4,2026-09-11,Milton (Milton),42,Battle Ground Academy (Franklin),21,0,GA,TN
4,2026-09-11,Kubasaki (Okinawa),12,Kadena (Okinawa),18,0,JAPAN,JAPAN
