name,school,city,school_id,division,region,record,harbin
Lakewood (Hebron),Lakewood,Hebron,830,IV,15,0-10,0.0
Indian Hill (Cincinnati),Indian Hill,Cincinnati,752,IV,16,10-0,26.7
Valley View (Germantown),Valley View,Germantown,1590,IV,16,9-1,26.6
Cincinnati Hills Christian Academy (Cincinnati),Cincinnati Hills Christian Academy,Cincinnati,369,IV,16,9-1,26.6
Taft (Cincinnati),Taft,Cincinnati,1518,IV,16,10-0,25.2444
Clinton-Massie (Clarksville),Clinton-Massie,Clarksville,388,IV,16,9-1,22.55
Brookville (Brookville),Brookville,Brookville,264,IV,16,9-1,19.6
Wyoming (Cincinnati),Wyoming,Cincinnati,1744,IV,16,9-1,19.5
Washington (Washington Court House),Washington,Washington Court House,1626,IV,16,5-5,12.55
New Richmond (New Richmond),New Richmond,New Richmond,1108,IV,16,4-6,12.4
Roger Bacon (St Bernard),Roger Bacon,St Bernard,1322,IV,16,5-5,12.35
Bishop Fenwick (Franklin),Bishop Fenwick,Franklin,582,IV,16,6-4,11.05
Taylor (Cleves),Taylor,Cleves,1524,IV,16,6-4,10.6788
Kenton Ridge (Springfield),Kenton Ridge,Springfield,806,IV,16,5-5,9.05
Urbana (Urbana),Urbana,Urbana,1578,IV,16,3-7,8.4
Oakwood (Dayton),Oakwood,Dayton,1190,IV,16,6-4,8.3
Meadowdale (Dayton),Meadowdale,Dayton,1002,IV,16,5-5,7.75
Shroder (Cincinnati),Shroder,Cincinnati,1421,IV,16,5-5,5.3792
Northwestern (Springfield),Northwestern,Springfield,1168,IV,16,4-6,5.25
Bethel-Tate (Bethel),Bethel-Tate,Bethel,208,IV,16,4-6,4.35
Eaton (Eaton),Eaton,Eaton,510,IV,16,2-8,3.25
McClain (Greenfield),McClain,Greenfield,988,IV,16,3-7,2.4121
Gamble Montessori (Cincinnati),Gamble Montessori,Cincinnati,9461,IV,16,3-7,2.2111
Bethel (Tipp City),Bethel,Tipp City,206,IV,16,2-8,1.5
Reading (Reading),Reading,Reading,1284,IV,16,1-9,0.8
Thurgood Marshall (Dayton),Thurgood Marshall,Dayton,402,IV,16,1-9,0.55
Shawnee (Springfield),Shawnee,Springfield,1414,IV,16,0-10,0.0
Cardinal Mooney (Youngstown),Cardinal Mooney,Youngstown,310,V,17,7-2,30.1525
Girard (Girard),Girard,Girard,644,V,17,10-0,26.1636
Poland Seminary (Poland),Poland Seminary,Poland,1264,V,17,8-2,20.2
Garfield (Garrettsville),Garfield,Garrettsville,630,V,17,8-2,18.3
St Clairsville (St Clairsville),St Clairsville,St Clairsville,1344,V,17,7-3,15.1447
Liberty (Youngstown),Liberty,Youngstown,860,V,17,8-2,13.8
Manchester (New Franklin),Manchester,New Franklin,936,V,17,7-3,13.75
South Range (Canfield),South Range,Canfield,1460,V,17,6-4,12.4944
Berkshire (Burton),Berkshire,Burton,202,V,17,6-4,12.1
Edison (Richmond),Edison,Richmond,519,V,17,6-4,11.7924
Claymont (Uhrichsville),Claymont,Uhrichsville,376,V,17,6-4,11.7296
Pymatuning Valley (Andover),Pymatuning Valley,Andover,1280,V,17,7-3,11.3
Tuslaw (Massillon),Tuslaw,Massillon,1560,V,17,4-6,9.85
Chagrin Falls (Chagrin Falls),Chagrin Falls,Chagrin Falls,346,V,17,3-7,6.8056
Fairless (Brewster),Fairless,Brewster,560,V,17,4-6,6.5
Lakeview (Cortland),Lakeview,Cortland,828,V,17,3-7,4.8
Harrison Central (Cadiz),Harrison Central,Cadiz,294,V,17,4-6,4.6531
Bellaire (Bellaire),Bellaire,Bellaire,182,V,17,3-7,4.1335
Trinity (Garfield Heights),Trinity,Garfield Heights,1542,V,17,3-7,3.9273
Crestwood (Mantua),Crestwood,Mantua,440,V,17,3-7,3.3707
Southeast (Ravenna),Southeast,Ravenna,1448,V,17,3-7,3.2
Buckeye Local (Rayland),Buckeye Local,Rayland,282,V,17,2-8,3.1417
Champion (Warren),Champion,Warren,354,V,17,3-7,2.55
Shaw (East Cleveland),Shaw,East Cleveland,1410,V,17,2-8,2.1611
Tuscarawas Valley (Zoarville),Tuscarawas Valley,Zoarville,1558,V,17,2-8,1.7673
Beachwood (Beachwood),Beachwood,Beachwood,170,V,17,1-9,0.7035
Canton Central Catholic (Canton),Canton Central Catholic,Canton,340,V,17,1-9,0.4
Sandy Valley (Magnolia),Sandy Valley,Magnolia,1396,V,17,0-10,0.0
Liberty Center (Liberty Center),Liberty Center,Liberty Center,864,V,18,10-0,26.75
Triway (Wooster),Triway,Wooster,1548,V,18,9-1,23.7
Genoa Area (Genoa),Genoa Area,Genoa,636,V,18,9-1,21.65
Norwayne (Creston),Norwayne,Creston,1174,V,18,8-2,20.7747
Liberty-Benton (Findlay),Liberty-Benton,Findlay,862,V,18,10-0,20.35
Edison (Milan),Edison,Milan,518,V,18,7-3,17.4
Fairview (Fairview Park),Fairview,Fairview Park,570,V,18,8-2,16.999
Eastwood (Pemberville),Eastwood,Pemberville,508,V,18,8-2,16.5
Oak Harbor (Oak Harbor),Oak Harbor,Oak Harbor,1184,V,18,8-2,15.9
Fredericktown (Fredericktown),Fredericktown,Fredericktown,614,V,18,8-2,15.35
Port Clinton (Port Clinton),Port Clinton,Port Clinton,1266,V,18,6-4,11.5869
Delta (Delta),Delta,Delta,466,V,18,6-4,10.95
Keystone (La Grange),Keystone,La Grange,808,V,18,6-4,10.45
Otsego (Tontogany),Otsego,Tontogany,1212,V,18,5-5,7.95
Northwood (Northwood),Northwood,Northwood,1172,V,18,4-6,6.6
Utica (Utica),Utica,Utica,1584,V,18,4-6,6.3
Wellington (Wellington),Wellington,Wellington,1650,V,18,3-7,3.15
Northridge (Johnstown),Northridge,Johnstown,1150,V,18,4-6,3.05
Lake (Millbury),Lake,Millbury,820,V,18,2-8,2.55
Willard (Willard),Willard,Willard,1710,V,18,2-8,2.25
Coshocton (Coshocton),Coshocton,Coshocton,426,V,18,2-8,1.8
Waynedale (Apple Creek),Waynedale,Apple Creek,1640,V,18,2-8,1.25
Northwestern (West Salem),Northwestern,West Salem,1170,V,18,1-9,0.4
Fostoria (Fostoria),Fostoria,Fostoria,606,V,18,0-10,0.0
River View (Warsaw),River View,Warsaw,1316,V,18,0-10,0.0
Swanton (Swanton),Swanton,Swanton,1506,V,18,0-10,0.0
Wheelersburg (Wheelersburg),Wheelersburg,Wheelersburg,1696,V,19,10-0,27.2
Columbus Academy (Gahanna),Columbus Academy,Gahanna,410,V,19,8-2,27.15
Nelsonville-York (Nelsonville),Nelsonville-York,Nelsonville,1084,V,19,10-0,24.7
Barnesville (Barnesville),Barnesville,Barnesville,162,V,19,8-2,20.6913
Portsmouth (Portsmouth),Portsmouth,Portsmouth,1268,V,19,7-3,17.5444
Africentric Early College (Columbus),Africentric Early College,Columbus,105,V,19,7-3,16.15
Valley (Lucasville),Valley,Lucasville,1586,V,19,8-2,15.7
Dawson-Bryant (Coal Grove),Dawson-Bryant,Coal Grove,458,V,19,8-2,15.6929
Morgan (McConnelsville),Morgan,McConnelsville,1068,V,19,7-3,15.1
Zane Trace (Chillicothe),Zane Trace,Chillicothe,1752,V,19,8-2,14.3581
Union Local (Belmont),Union Local,Belmont,1566,V,19,7-3,14.1173
Amanda-Clearcreek (Amanda),Amanda-Clearcreek,Amanda,114,V,19,5-5,13.45
Worthington Christian (Worthington),Worthington Christian,Worthington,1740,V,19,5-5,11.35
Piketon (Piketon),Piketon,Piketon,1256,V,19,6-4,10.5808
Northwest (McDermott),Northwest,McDermott,1166,V,19,7-3,10.25
Harvest Prep (Canal Winchester),Harvest Prep,Canal Winchester,1737,V,19,4-4,9.7336
Meigs (Pomeroy),Meigs,Pomeroy,1008,V,19,5-5,7.4
West Muskingum (Zanesville),West Muskingum,Zanesville,1690,V,19,5-5,7.351
Meadowbrook (Byesville),Meadowbrook,Byesville,1000,V,19,4-6,7.1
Fairland (Proctorville),Fairland,Proctorville,556,V,19,4-6,5.3194
Alexander (Albany),Alexander,Albany,108,V,19,4-6,3.9732
South Point (South Point),South Point,South Point,1458,V,19,3-7,3.15
River Valley (Bidwell),River Valley,Bidwell,816,V,19,2-8,2.0
Minford (Minford),Minford,Minford,1048,V,19,2-8,1.75
Oak Hill (Oak Hill),Oak Hill,Oak Hill,1186,V,19,1-9,0.95
Wellston (Wellston),Wellston,Wellston,1652,V,19,1-9,0.95
Williamsburg (Williamsburg),Williamsburg,Williamsburg,1712,V,20,10-0,20.3
Indian Lake (Lewistown),Indian Lake,Lewistown,754,V,20,8-2,19.6
Miami East (Casstown),Miami East,Casstown,1018,V,20,9-1,19.6
Graham Local (St Paris),Graham Local,St Paris,660,V,20,8-2,18.45
Carlisle (Carlisle),Carlisle,Carlisle,318,V,20,8-2,18.3
North College Hill (Cincinnati),North College Hill,Cincinnati,1134,V,20,8-2,18.2414
Preble Shawnee (Camden),Preble Shawnee,Camden,1272,V,20,9-1,14.95
North Union (Richwood),North Union,Richwood,1156,V,20,6-4,12.35
Greeneview (Jamestown),Greeneview,Jamestown,672,V,20,7-3,11.8
Arcanum (Arcanum),Arcanum,Arcanum,130,V,20,7-3,10.25
Mariemont (Cincinnati),Mariemont,Cincinnati,954,V,20,6-4,9.25
West Liberty-Salem (West Liberty),West Liberty-Salem,West Liberty,1688,V,20,5-5,8.8
Waynesville (Waynesville),Waynesville,Waynesville,1644,V,20,4-6,8.65
Versailles (Versailles),Versailles,Versailles,1600,V,20,4-6,7.9
Purcell Marian (Cincinnati),Purcell Marian,Cincinnati,1276,V,20,4-6,7.8714
Greenon (Enon),Greenon,Enon,676,V,20,6-4,6.75
Madeira (Cincinnati),Madeira,Cincinnati,920,V,20,4-6,5.5
Pleasant (Marion),Pleasant,Marion,1260,V,20,2-8,5.3
Northridge (Dayton),Northridge,Dayton,1148,V,20,4-6,4.949
Milton-Union (West Milton),Milton-Union,West Milton,1042,V,20,3-7,3.75
Clark Montessori (Cincinnati),Clark Montessori,Cincinnati,1956,V,20,2-7,2.6667
Clermont Northeastern (Batavia),Clermont Northeastern,Batavia,382,V,20,3-7,1.8576
Madison (Middletown),Madison,Middletown,924,V,20,1-9,1.6
Norwood (Norwood),Norwood,Norwood,1176,V,20,1-9,1.1076
Finneytown (Cincinnati),Finneytown,Cincinnati,588,V,20,1-9,0.35
Kirtland (Kirtland),Kirtland,Kirtland,812,VI,21,10-0,30.2
Crestview (Columbiana),Crestview,Columbiana,436,VI,21,10-0,23.9
Columbia (Columbia Station),Columbia,Columbia Station,404,VI,21,9-1,19.35
United (Hanoverton),United,Hanoverton,1570,VI,21,9-1,19.25
Smithville (Smithville),Smithville,Smithville,1426,VI,21,8-2,17.6
Dalton (Dalton),Dalton,Dalton,450,VI,21,7-3,15.6
Garaway (Sugarcreek),Garaway,Sugarcreek,624,VI,21,7-2,15.4095
Wickliffe (Wickliffe),Wickliffe,Wickliffe,1706,VI,21,8-2,15.3207
Springfield (New Middletown),Springfield,New Middletown,1478,VI,21,7-3,13.3
Mineral Ridge (Mineral Ridge),Mineral Ridge,Mineral Ridge,1044,VI,21,7-3,13.15
Columbiana (Columbiana),Columbiana,Columbiana,408,VI,21,7-3,12.25
Cuyahoga Heights (Cuyahoga Heights),Cuyahoga Heights,Cuyahoga Heights,446,VI,21,7-2,12.0556
Black River (Sullivan),Black River,Sullivan,226,VI,21,6-4,9.95
Rootstown (Rootstown),Rootstown,Rootstown,1328,VI,21,6-4,8.4
Brookfield (Brookfield),Brookfield,Brookfield,256,VI,21,5-5,7.1
Rittman (Rittman),Rittman,Rittman,1304,VI,21,6-4,6.6
Campbell Memorial (Campbell),Campbell Memorial,Campbell,1010,VI,21,4-6,5.9
LaBrae (Leavittsburg),LaBrae,Leavittsburg,818,VI,21,5-5,5.7
Valley Christian School (Youngstown),Valley Christian School,Youngstown,1751,VI,21,4-6,5.3
Grand Valley (Orwell),Grand Valley,Orwell,662,VI,21,5-5,5.25
Mapleton (Ashland),Mapleton,Ashland,946,VI,21,2-8,2.95
New London (New London),New London,New London,1102,VI,21,3-7,2.85
Richmond Heights (Richmond Heights),Richmond Heights,Richmond Heights,1294,VI,21,3-7,1.8
Brooklyn (Brooklyn),Brooklyn,Brooklyn,260,VI,21,1-9,0.8035
Chippewa (Doylestown),Chippewa,Doylestown,366,VI,21,0-10,0.0
Newton Falls (Newton Falls),Newton Falls,Newton Falls,1112,VI,21,0-10,0.0
St Thomas Aquinas (Louisville),St Thomas Aquinas,Louisville,1378,VI,21,0-10,0.0
Margaretta (Castalia),Margaretta,Castalia,950,VI,22,9-1,22.8
Hopewell-Loudon (Bascom),Hopewell-Loudon,Bascom,732,VI,22,9-1,21.8
Archbold (Archbold),Archbold,Archbold,134,VI,22,8-2,20.4
Paulding (Paulding),Paulding,Paulding,1236,VI,22,10-0,16.75
Fairview (Sherwood),Fairview,Sherwood,572,VI,22,9-1,15.9
Seneca East (Attica),Seneca East,Attica,1400,VI,22,7-3,15.25
Bluffton (Bluffton),Bluffton,Bluffton,236,VI,22,8-2,15.25
Patrick Henry (Hamler),Patrick Henry,Hamler,1234,VI,22,8-2,14.5
Carey (Carey),Carey,Carey,316,VI,22,6-4,12.85
Western Reserve (Collins),Western Reserve,Collins,1670,VI,22,8-2,12.8
Woodmore (Elmore),Woodmore,Elmore,1722,VI,22,7-3,11.85
Tinora (Defiance),Tinora,Defiance,1532,VI,22,5-5,7.6
Evergreen (Metamora),Evergreen,Metamora,542,VI,22,6-4,7.15
Van Buren (Van Buren),Van Buren,Van Buren,1592,VI,22,6-4,7.15
Crestview (Convoy),Crestview,Convoy,438,VI,22,6-4,6.85
Huron (Huron),Huron,Huron,746,VI,22,3-7,6.65
Lakota (Kansas),Lakota,Kansas,834,VI,22,4-6,5.55
Wayne Trace (Haviland),Wayne Trace,Haviland,1646,VI,22,3-7,4.55
Allen East (Harrod),Allen East,Harrod,110,VI,22,3-7,3.15
Ottawa Hills (Toledo),Ottawa Hills,Toledo,1216,VI,22,3-7,2.3856
Ayersville (Defiance),Ayersville,Defiance,154,VI,22,2-8,2.35
Spencerville (Spencerville),Spencerville,Spencerville,1468,VI,22,2-8,2.3
Hicksville (Hicksville),Hicksville,Hicksville,708,VI,22,1-9,0.45
Elmwood (Bloomdale),Elmwood,Bloomdale,530,VI,22,1-9,0.4
Parkway (Rockford),Parkway,Rockford,1230,VI,22,0-10,0.0
Riverdale (Mt Blanchard),Riverdale,Mt Blanchard,1308,VI,22,0-10,0.0
Centerburg (Centerburg),Centerburg,Centerburg,334,VI,23,9-1,21.35
Fort Frye (Beverly),Fort Frye,Beverly,598,VI,23,8-1,20.5516
West Jefferson (West Jefferson),West Jefferson,West Jefferson,1682,VI,23,9-1,19.2
Mount Gilead (Mount Gilead),Mount Gilead,Mount Gilead,1072,VI,23,9-1,18.5
Colonel Crawford (North Robinson),Colonel Crawford,North Robinson,400,VI,23,9-1,18.0
Toronto (Toronto),Toronto,Toronto,1536,VI,23,9-1,16.8974
Grove City Christian (Grove City),Grove City Christian,Grove City,681,VI,23,8-2,16.6369
Newcomerstown (Newcomerstown),Newcomerstown,Newcomerstown,1096,VI,23,7-3,16.3
Ridgewood (West Lafayette),Ridgewood,West Lafayette,1300,VI,23,8-2,15.2837
Caldwell (Caldwell),Caldwell,Caldwell,296,VI,23,7-3,14.3667
Grandview Heights (Columbus),Grandview Heights,Columbus,664,VI,23,7-3,13.3
Eastern (Reedsville),Eastern,Reedsville,494,VI,23,7-3,12.3396
Martins Ferry (Martins Ferry),Martins Ferry,Martins Ferry,968,VI,23,6-3,11.8398
Northmor (Galion),Northmor,Galion,1144,VI,23,6-4,11.3
Elgin (Marion),Elgin,Marion,524,VI,23,6-4,10.25
Crestview (Ashland),Crestview,Ashland,434,VI,23,6-4,10.15
Monroe Central (Woodsfield),Monroe Central,Woodsfield,1063,VI,23,5-5,8.85
Shenandoah (Sarahsville),Shenandoah,Sarahsville,1418,VI,23,5-5,8.75
Crooksville (Crooksville),Crooksville,Crooksville,442,VI,23,5-5,8.0
Liberty Union (Baltimore),Liberty Union,Baltimore,866,VI,23,3-7,5.5
Berne Union (Sugar Grove),Berne Union,Sugar Grove,204,VI,23,4-6,4.6803
Cardington-Lincoln (Cardington),Cardington-Lincoln,Cardington,314,VI,23,3-7,3.0
Wynford (Bucyrus),Wynford,Bucyrus,1742,VI,23,3-7,2.9
Fairbanks (Milford Center),Fairbanks,Milford Center,544,VI,23,3-7,2.2
East Knox (Howard),East Knox,Howard,498,VI,23,1-9,1.55
Buckeye Trail (Lore City),Buckeye Trail,Lore City,284,VI,23,1-9,1.1076
Belpre (Belpre),Belpre,Belpre,194,VI,23,2-8,1.0571
Tri-Village (New Madison),Tri-Village,New Madison,1546,VI,24,10-0,18.4
Northeastern (South Vienna),Northeastern,South Vienna,1136,VI,24,9-1,17.1
Mechanicsburg (Mechanicsburg),Mechanicsburg,Mechanicsburg,1004,VI,24,8-2,16.35
St Bernard-Elmwood Place (St Bernard),St Bernard-Elmwood Place,St Bernard,1340,VI,24,9-1,13.5975
Coldwater (Coldwater),Coldwater,Coldwater,394,VI,24,6-4,13.4
Anna (Anna),Anna,Anna,120,VI,24,7-3,11.15
Rock Hill (Ironton),Rock Hill,Ironton,1318,VI,24,6-4,10.8308
Summit Country Day (Cincinnati),Summit Country Day,Cincinnati,1504,VI,24,5-5,9.8773
Portsmouth West (West Portsmouth),Portsmouth West,West Portsmouth,1270,VI,24,5-5,9.4
Dayton Christian (Miamisburg),Dayton Christian,Miamisburg,460,VI,24,6-4,9.05
Deer Park (Cincinnati),Deer Park,Cincinnati,462,VI,24,5-5,8.25
Covington (Covington),Covington,Covington,430,VI,24,5-5,7.65
Huntington (Chillicothe),Huntington,Chillicothe,744,VI,24,6-4,7.2985
Blanchester (Blanchester),Blanchester,Blanchester,228,VI,24,3-7,6.0
Miami Valley Christian Academy (Cincinnati),Miami Valley Christian Academy,Cincinnati,1023,VI,24,4-6,4.45
Madison-Plains (London),Madison-Plains,London,928,VI,24,3-7,4.4
National Trail (New Paris),National Trail,New Paris,1082,VI,24,4-6,4.0
Perry (Lima),Perry,Lima,1242,VI,24,4-6,3.95
Chesapeake (Chesapeake),Chesapeake,Chesapeake,362,VI,24,1-9,3.15
Adena (Frankfort),Adena,Frankfort,102,VI,24,2-7,2.1111
Southeastern (Chillicothe),Southeastern,Chillicothe,1450,VI,24,2-8,1.8111
Paint Valley (Bainbridge),Paint Valley,Bainbridge,1226,VI,24,1-9,1.1071
Dixie (New Lebanon),Dixie,New Lebanon,470,VI,24,1-9,0.35
East Clinton (Sabina),East Clinton,Sabina,490,VI,24,0-10,0.0
Triad (North Lewisburg),Triad,North Lewisburg,1538,VI,24,0-10,0.0
Troy Christian (Troy),Troy Christian,Troy,1553,VI,24,0-10,0.0
McDonald (McDonald),McDonald,McDonald,992,VII,25,10-0,20.6
Fairport Harding (Fairport Harbor),Fairport Harding,Fairport Harbor,566,VII,25,10-0,19.55
Mogadore (Mogadore),Mogadore,Mogadore,1058,VII,25,9-1,16.6247
Monroeville (Monroeville),Monroeville,Monroeville,1064,VII,25,8-2,15.45
Malvern (Malvern),Malvern,Malvern,934,VII,25,6-4,10.5313
East Palestine (East Palestine),East Palestine,East Palestine,504,VII,25,7-3,9.35
East Canton (East Canton),East Canton,East Canton,488,VII,25,8-2,9.15
John F Kennedy (Warren),John F Kennedy,Warren,786,VII,25,5-5,7.8
St Paul (Norwalk),St Paul,Norwalk,1374,VII,25,5-5,6.85
Lisbon David Anderson (Lisbon),Lisbon David Anderson,Lisbon,456,VII,25,6-4,5.8
Western Reserve (Berlin Center),Western Reserve,Berlin Center,1668,VII,25,4-6,5.65
St John School (Ashtabula),St John School,Ashtabula,1359,VII,25,5-5,5.6
Lowellville (Lowellville),Lowellville,Lowellville,906,VII,25,3-7,5.45
Jackson-Milton (North Jackson),Jackson-Milton,North Jackson,768,VII,25,5-5,4.7
Buckeye Central (New Washington),Buckeye Central,New Washington,278,VII,25,3-7,4.45
Leetonia (Leetonia),Leetonia,Leetonia,850,VII,25,4-6,3.6
South Central (Greenwich),South Central,Greenwich,1446,VII,25,3-7,3.35
Independence (Independence),Independence,Independence,750,VII,25,3-7,3.3202
Southern (Salineville),Southern,Salineville,1456,VII,25,2-8,2.2
Oberlin (Oberlin),Oberlin,Oberlin,1192,VII,25,2-8,2.0
Plymouth (Plymouth),Plymouth,Plymouth,1262,VII,25,1-9,1.5
Mathews (Vienna),Mathews,Vienna,974,VII,25,3-7,1.45
Windham (Windham),Windham,Windham,1716,VII,25,1-9,0.35
Cardinal (Middlefield),Cardinal,Middlefield,308,VII,25,0-10,0.0
Waterloo (Atwater),Waterloo,Atwater,1630,VII,25,0-10,0.0
Wellsville (Wellsville),Wellsville,Wellsville,1654,VII,25,0-10,0.0
Lima Central Catholic (Lima),Lima Central Catholic,Lima,874,VII,26,9-1,19.05
North Baltimore (North Baltimore),North Baltimore,North Baltimore,1130,VII,26,10-0,17.8
Leipsic (Leipsic),Leipsic,Leipsic,854,VII,26,9-1,16.7
Columbus Grove (Columbus Grove),Columbus Grove,Columbus Grove,412,VII,26,7-3,15.3
Gibsonburg (Gibsonburg),Gibsonburg,Gibsonburg,640,VII,26,7-3,14.4
Mohawk (Sycamore),Mohawk,Sycamore,1060,VII,26,8-2,13.2
Pandora-Gilboa (Pandora),Pandora-Gilboa,Pandora,1228,VII,26,7-3,13.15
Edon (Edon),Edon,Edon,520,VII,26,8-2,12.2799
Edgerton (Edgerton),Edgerton,Edgerton,512,VII,26,6-4,10.85
Arlington (Arlington),Arlington,Arlington,136,VII,26,7-3,10.1
Montpelier (Montpelier),Montpelier,Montpelier,1066,VII,26,6-4,8.7979
Ridgedale (Morral),Ridgedale,Morral,1296,VII,26,6-4,8.75
Calvert (Tiffin),Calvert,Tiffin,298,VII,26,4-6,8.7
Upper Scioto Valley (McGuffey),Upper Scioto Valley,McGuffey,1576,VII,26,5-5,8.35
Toledo Christian (Toledo),Toledo Christian,Toledo,343,VII,26,6-4,8.3
Ridgemont (Mt Victory),Ridgemont,Mt Victory,1298,VII,26,6-4,8.0
Waynesfield-Goshen (Waynesfield),Waynesfield-Goshen,Waynesfield,1642,VII,26,5-5,7.3
McComb (McComb),McComb,McComb,990,VII,26,5-5,7.0
Ada (Ada),Ada,Ada,100,VII,26,5-5,6.65
Hilltop (West Unity),Hilltop,West Unity,722,VII,26,3-7,4.1912
Antwerp (Antwerp),Antwerp,Antwerp,126,VII,26,3-7,3.9
North Central (Pioneer),North Central,Pioneer,1132,VII,26,3-7,3.8304
Arcadia (Arcadia),Arcadia,Arcadia,128,VII,26,2-8,0.75
Bucyrus (Bucyrus),Bucyrus,Bucyrus,290,VII,26,1-9,0.4
Jefferson (Delphos),Jefferson,Delphos,772,VII,26,1-9,0.4
St John's (Delphos),St John's,Delphos,1358,VII,26,1-9,0.4
Hardin Northern (Dola),Hardin Northern,Dola,694,VII,26,1-9,0.35
Vanlue (Vanlue),Vanlue,Vanlue,1594,VII,26,1-9,0.35
Cory-Rawson (Rawson),Cory-Rawson,Rawson,424,VII,26,0-10,0.0
Hillsdale (Jeromesville),Hillsdale,Jeromesville,720,VII,27,9-1,19.95
Waterford (Waterford),Waterford,Waterford,1628,VII,27,8-2,16.3318
Fisher Catholic (Lancaster),Fisher Catholic,Lancaster,594,VII,27,8-2,15.1449
Symmes Valley (Willow Wood),Symmes Valley,Willow Wood,1514,VII,27,8-2,13.15
South Gallia (Crown City),South Gallia,Crown City,1453,VII,27,7-3,11.4629
Catholic Central (Steubenville),Catholic Central,Steubenville,326,VII,27,6-4,11.4125
Strasburg-Franklin (Strasburg),Strasburg-Franklin,Strasburg,1494,VII,27,7-3,10.35
Conotton Valley (Bowerston),Conotton Valley,Bowerston,418,VII,27,7-3,10.05
Bishop Rosecrans (Zanesville),Bishop Rosecrans,Zanesville,222,VII,27,6-4,9.6232
Lucas (Lucas),Lucas,Lucas,908,VII,27,5-5,8.9197
Danville (Danville),Danville,Danville,454,VII,27,5-5,8.65
Trimble (Glouster),Trimble,Glouster,1540,VII,27,6-4,8.05
Crestline (Crestline),Crestline,Crestline,432,VII,27,5-5,7.7086
Miller (Corning),Miller,Corning,1036,VII,27,4-5,7.1111
Fairfield Christian Academy (Lancaster),Fairfield Christian Academy,Lancaster,553,VII,27,5-5,6.3439
Frontier (New Matamoras),Frontier,New Matamoras,618,VII,27,4-6,5.7357
River (Hannibal),River,Hannibal,1306,VII,27,5-5,4.957
Bridgeport (Bridgeport),Bridgeport,Bridgeport,250,VII,27,4-6,4.6522
Loudonville (Loudonville),Loudonville,Loudonville,900,VII,27,3-7,4.15
Shadyside (Shadyside),Shadyside,Shadyside,1406,VII,27,2-8,2.9
Southern (Racine),Southern,Racine,1454,VII,27,3-7,2.1714
Millersport (Millersport),Millersport,Millersport,1040,VII,27,2-8,1.8111
Newark Catholic (Newark),Newark Catholic,Newark,1090,VII,27,2-8,1.25
Tuscarawas Central Catholic (New Philadelphia),Tuscarawas Central Catholic,New Philadelphia,1556,VII,27,2-8,1.1
Federal Hocking (Stewart),Federal Hocking,Stewart,578,VII,27,1-9,0.35
Marion Local (Maria Stein),Marion Local,Maria Stein,958,VII,28,10-0,26.45
St Henry (St Henry),St Henry,St Henry,1352,VII,28,9-1,20.75
Cincinnati Country Day (Cincinnati),Cincinnati Country Day,Cincinnati,368,VII,28,9-1,20.0684
Eastern (Beaver),Eastern,Beaver,492,VII,28,10-0,19.3092
Cincinnati College Prep (Cincinnati),Cincinnati College Prep,Cincinnati,9272,VII,28,8-2,17.3536
Notre Dame (Portsmouth),Notre Dame,Portsmouth,1178,VII,28,8-2,13.8091
Ansonia (Ansonia),Ansonia,Ansonia,122,VII,28,8-2,12.85
Lehman Catholic (Sidney),Lehman Catholic,Sidney,852,VII,28,9-1,12.8
Minster (Minster),Minster,Minster,1052,VII,28,6-4,12.3
New Bremen (New Bremen),New Bremen,New Bremen,1092,VII,28,6-4,10.2
Cedarville (Cedarville),Cedarville,Cedarville,328,VII,28,5-5,7.25
Fort Recovery (Fort Recovery),Fort Recovery,Fort Recovery,604,VII,28,5-5,6.45
Manchester (Manchester),Manchester,Manchester,938,VII,28,7-2,6.3739
Riverside (De Graff),Riverside,De Graff,1310,VII,28,4-6,4.6
Mississinawa Valley (Union City),Mississinawa Valley,Union City,1054,VII,28,4-6,4.05
Tri-County North (Lewisburg),Tri-County North,Lewisburg,1562,VII,28,4-6,4.05
Fort Loramie (Fort Loramie),Fort Loramie,Fort Loramie,602,VII,28,3-7,3.4
New Miami (Hamilton),New Miami,Hamilton,1104,VII,28,3-7,2.6104
Catholic Central (Springfield),Catholic Central,Springfield,324,VII,28,4-6,1.5
Twin Valley South (West Alexandria),Twin Valley South,West Alexandria,1564,VII,28,2-8,1.1
Fayetteville (Fayetteville),Fayetteville,Fayetteville,576,VII,28,2-8,0.75
Sciotoville Community (Portsmouth),Sciotoville Community,Portsmouth,484,VII,28,1-9,0.35
Bradford (Bradford),Bradford,Bradford,246,VII,28,0-10,0.0
Green (Franklin Furnace),Green,Franklin Furnace,668,VII,28,0-9,0.0
Lockland (Lockland),Lockland,Lockland,886,VII,28,0-10,0.0
Southeastern Local (South Charleston),Southeastern Local,South Charleston,1452,VII,28,0-10,0.0
